user_id,pid7_reduced,age_bin,interest,activity_window,activity_n_total,activity_n_urls,activity_n_bias,activity_n_news,activity_n_fake,activity_n_fake_ng,activity_n_fake_either,activity_mean_bias,activity_mean_bias_news,activity_p_news,activity_p_fake,activity_p_fake_ng,activity_p_fake_either,activity_p_fake_news,activity_p_fake_news_ng,activity_p_fake_news_either,browser_history_window,browser_history_n_total,browser_history_n_urls,browser_history_n_bias,browser_history_n_news,browser_history_n_fake,browser_history_n_fake_ng,browser_history_n_fake_either,browser_history_mean_bias,browser_history_mean_bias_news,browser_history_p_news,browser_history_p_fake,browser_history_p_fake_ng,browser_history_p_fake_either,browser_history_p_fake_news,browser_history_p_fake_news_ng,browser_history_p_fake_news_either,activity_gs_search_window,activity_gs_search_n_serps,activity_gs_search_n_cmpts,activity_gs_search_n_results,activity_gs_search_n_urls,activity_gs_search_n_urls_bias,activity_gs_search_n_urls_news,activity_gs_search_n_urls_fake,activity_gs_search_n_urls_fake_ng,activity_gs_search_n_urls_fake_either,activity_gs_search_n_serps_w_news,activity_gs_search_n_serps_w_fake,activity_gs_search_n_serps_w_fake_ng,activity_gs_search_n_serps_w_fake_either,activity_gs_search_n_serps_w_fake_news,activity_gs_search_n_serps_w_fake_news_ng,activity_gs_search_n_serps_w_fake_news_either,activity_gs_search_mean_urls,activity_gs_search_mean_cmpts,activity_gs_search_mean_average_bias,activity_gs_search_mean_weighted_bias,activity_gs_search_mean_ranking_bias,activity_gs_search_mean_average_bias_news,activity_gs_search_mean_weighted_bias_news,activity_gs_search_mean_ranking_bias_news,activity_gs_search_p_serps_w_news,activity_gs_search_p_serps_w_fake,activity_gs_search_p_serps_w_fake_ng,activity_gs_search_p_serps_w_fake_either,activity_gs_search_p_serps_w_fake_news,activity_gs_search_p_serps_w_fake_news_ng,activity_gs_search_p_serps_w_fake_news_either,activity_gs_search_p_urls_news,activity_gs_search_p_urls_fake,activity_gs_search_p_urls_fake_ng,activity_gs_search_p_urls_fake_either,activity_gs_search_p_urls_fake_news,activity_gs_search_p_urls_fake_news_ng,activity_gs_search_p_urls_fake_news_either,activity_gs_follow_window,activity_gs_follow_n_total,activity_gs_follow_n_urls,activity_gs_follow_n_bias,activity_gs_follow_n_news,activity_gs_follow_n_fake,activity_gs_follow_n_fake_ng,activity_gs_follow_n_fake_either,activity_gs_follow_n_unique_urls,activity_gs_follow_n_unique_domains,activity_gs_follow_n_unique_urls_bias,activity_gs_follow_n_unique_urls_news,activity_gs_follow_n_unique_urls_fake,activity_gs_follow_mean_bias,activity_gs_follow_mean_bias_news,activity_gs_follow_p_news,activity_gs_follow_p_fake,activity_gs_follow_p_fake_ng,activity_gs_follow_p_fake_either,activity_gs_follow_p_fake_news,activity_gs_follow_p_fake_news_ng,activity_gs_follow_p_fake_news_either,party7,party_cat,age_group,high_interest,college,female,race_r,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
65,Strong Republican,25 - 44,Somewhat interested,11.377349537037038,1205.0,1062.0,261.0,12.0,0.0,0.0,0.0,0.0258616858237547,-0.129125,0.0112994350282485,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,11.201631944444443,3.0,33.0,41.0,36.0,20.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.083874074074074,0.0938494032921811,0.009975329218107,0.1171,0.1171,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1,Strong R,25-44,0,1,0,1,-0.204468661871823,0.0693985547668823,-0.0903167274797789,0.170576155433304,0.0207829298216937,0.110761278799739,0.0810183624281489,-0.0768015325570356,-0.0408316680048693,0.0749067795125525
66,Strong Democrat,45 - 64,Extremely interested,41.42914351851852,1224.0,1090.0,315.0,6.0,0.0,0.0,0.0,0.0734123809523809,-0.03875,0.0055045871559633,0.0,0.0,0.0,0.0,0.0,0.0,116.40430555555557,4782.0,4782.0,1025.0,66.0,2.0,1.0,2.0,0.0689758048780487,-0.1063566666666666,0.013801756587202,0.000418235048097,0.0002091175240485,0.000418235048097,0.0303030303030303,0.0151515151515151,0.0303030303030303,40.99854166666667,57.0,606.0,693.0,666.0,217.0,54.0,2.0,0.0,2.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,11.68421052631579,10.63157894736842,0.0636538678605345,0.0503220002517077,-0.0133318676088268,0.0211985507246376,0.0302274453348583,0.0090288946102207,0.4385964912280701,0.0175438596491228,0.0,0.0175438596491228,0.04,0.0,0.04,0.081081081081081,0.003003003003003,0.0,0.003003003003003,0.037037037037037,0.0,0.037037037037037,40.99778935185185,20.0,20.0,7.0,0.0,0.0,0.0,0.0,20.0,16.0,7.0,0.0,0.0,0.1113142857142857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,45-64,1,0,1,1,-0.0967086193955289,-0.0099658512355655,-0.0903373031276692,-0.0385148745203549,-0.0378064781079457,0.005287223261478,0.0252017072259628,0.0351232744462374,0.0291378860017669,-0.0059070550914727
67,Lean Democrat,25 - 44,Somewhat interested,135.11118055555556,34190.0,31586.0,21075.0,231.0,0.0,0.0,0.0,0.1005757342822972,0.1174972727272727,0.0073133666814411,0.0,0.0,0.0,0.0,0.0,0.0,133.1572337962963,29883.0,29883.0,18775.0,254.0,0.0,0.0,0.0,0.1008267643142476,0.1439430278884462,0.0084998159488672,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Ind/Lean D,25-44,0,1,0,1,,,,,,,,,,
68,Strong Democrat,45 - 64,Not at all interested,46.98807870370371,42553.0,36834.0,11197.0,2719.0,0.0,12.0,12.0,0.1317602929355935,0.1108004045605001,0.0738176684584894,0.0,0.0003257859586251,0.0003257859586251,0.0,0.0044133872747333,0.0044133872747333,134.8565625,104661.0,104661.0,24516.0,5257.0,0.0,17.0,17.0,0.1192201011584271,0.0860774015598249,0.0502288340451553,0.0,0.0001624291761018,0.0001624291761018,0.0,0.0032337835267262,0.0032337835267262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Strong D,45-64,0,0,1,3,,,,,,,,,,
69,Not very strong Republican,25 - 44,Somewhat interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Not very strong R,25-44,0,1,1,2,,,,,,,,,,
70,Strong Democrat,18 - 24,Very interested,171.91311342592593,36066.0,32155.0,7935.0,176.0,0.0,0.0,0.0,-0.0755896408317601,-0.0985319444444444,0.0054734877935002,0.0,0.0,0.0,0.0,0.0,0.0,247.9763888888889,50807.0,50807.0,15397.0,203.0,0.0,0.0,0.0,-0.0576763005780346,-0.0249201030927835,0.0039955124293896,0.0,0.0,0.0,0.0,0.0,0.0,162.1940625,922.0,10605.0,16055.0,13951.0,7733.0,1295.0,0.0,4.0,4.0,441.0,0.0,3.0,3.0,0.0,3.0,3.0,15.131236442516268,11.502169197396965,-0.1045790187534877,-0.095603844204944,0.0089751745485436,-0.1276885346621478,-0.1198987146984336,0.007789819963714,0.4783080260303687,0.0,0.0032537960954446,0.0032537960954446,0.0,0.0068027210884353,0.0068027210884353,0.092824887104867,0.0,0.0002867177980073,0.0002867177980073,0.0,0.003088803088803,0.003088803088803,152.32856481481485,253.0,253.0,123.0,12.0,0.0,0.0,0.0,234.0,173.0,111.0,12.0,0.0,-0.10930081300813,-0.11483,0.0474308300395256,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,18-24,1,0,1,1,-0.277481866756566,-0.0132560475946654,-0.0368342295979892,0.0025428183824039,-0.0134989836984411,-0.019607265723512,-0.0086186708301452,-0.0056458368706534,0.0139329113089092,-0.0121467505497987
71,Strong Republican,45 - 64,Extremely interested,,,,,,,,,,,,,,,,,,90.01268518518519,61043.0,61043.0,26962.0,19058.0,0.0,4.0,4.0,0.1362726021808471,0.129651422365842,0.3122061497632816,0.0,6.552757891977786e-05,6.552757891977786e-05,0.0,0.0002098856123412,0.0002098856123412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Strong R,45-64,1,0,1,1,,,,,,,,,,
72,Not very strong Republican,45 - 64,Somewhat interested,20.93321759259259,11657.0,10253.0,3480.0,505.0,0.0,0.0,0.0,0.1143334770114898,0.1429803960396039,0.0492538769140739,0.0,0.0,0.0,0.0,0.0,0.0,108.2488425925926,66028.0,66028.0,13566.0,1778.0,0.0,0.0,0.0,0.1926344390387734,0.0763100849858356,0.0269279699521415,0.0,0.0,0.0,0.0,0.0,0.0,20.651782407407406,159.0,1886.0,3097.0,2731.0,1481.0,350.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,17.17610062893082,11.861635220125786,0.079478161400624,0.0765241865215026,-0.0029539748791213,0.002478390623461,0.0015052956112279,-0.0009730950122331,0.4465408805031446,0.0,0.0,0.0,0.0,0.0,0.0,0.1281581838154522,0.0,0.0,0.0,0.0,0.0,0.0,20.651550925925925,73.0,73.0,33.0,5.0,0.0,0.0,0.0,66.0,48.0,30.0,5.0,0.0,0.1562272727272727,0.15162,0.0684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,2,Not very strong R,45-64,0,0,1,1,-0.20384164777406,0.0485070700124937,-0.0364181448897521,-0.0196684300253371,-0.0193467756964377,0.0256931664111313,0.0022573234949003,0.0134277215118937,0.024101028795334,0.0055806485973858
73,Strong Democrat,45 - 64,Very interested,139.53809027777777,40975.0,37760.0,9369.0,139.0,0.0,0.0,0.0,0.0356618635927046,-0.0384586956521739,0.0036811440677966,0.0,0.0,0.0,0.0,0.0,0.0,228.8829282407408,90529.0,90529.0,18434.0,193.0,0.0,0.0,0.0,0.0356878593902571,-0.0307643979057591,0.0021319135304708,0.0,0.0,0.0,0.0,0.0,0.0,114.96383101851852,57.0,624.0,946.0,871.0,648.0,329.0,5.0,0.0,5.0,44.0,3.0,0.0,3.0,3.0,0.0,3.0,15.280701754385966,10.947368421052632,0.0113841688765853,0.0164453149450861,0.0050611460685007,-0.0369387724554486,-0.0332987334716011,0.0036400389838474,0.7719298245614035,0.0526315789473684,0.0,0.0526315789473684,0.0681818181818181,0.0,0.0681818181818181,0.3777267508610792,0.0057405281285878,0.0,0.0057405281285878,0.0151975683890577,0.0,0.0151975683890577,82.57270833333334,12.0,12.0,6.0,4.0,0.0,0.0,0.0,10.0,9.0,5.0,3.0,0.0,-0.0259666666666666,-0.07275,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,45-64,1,0,0,3,-0.220832478587779,-0.0171524972522711,-0.10624466185993,-0.0689795306090963,-0.0607013694482382,0.017253610878005,-0.0114458679482429,-0.0194858277066391,0.0355928245819061,-0.0015982139726419
74,Strong Democrat,18 - 24,Somewhat interested,14.878229166666667,2613.0,2290.0,1103.0,186.0,0.0,0.0,0.0,-0.1562882139619211,-0.0798772972972972,0.0812227074235807,0.0,0.0,0.0,0.0,0.0,0.0,94.29628472222224,6392.0,6392.0,5015.0,1451.0,2.0,1.0,3.0,-0.1548731605184446,0.0173188500727802,0.2270025031289111,0.0003128911138923,0.0001564455569461,0.0004693366708385,0.0013783597518952,0.0006891798759476,0.0020675396278428,12.994097222222225,53.0,602.0,814.0,739.0,409.0,132.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,13.943396226415096,11.358490566037736,0.1280642818524298,0.136381136289492,0.0083168544370621,-0.078838449023199,-0.0819596049400017,-0.0031211559168027,0.5849056603773585,0.0,0.0,0.0,0.0,0.0,0.0,0.1786197564276048,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,7,Strong D,18-24,0,1,1,2,-0.251991039964812,-0.000719699524506,-0.0501561070531222,-0.0097175437117102,-0.0389137458884698,-0.0057429503707797,0.0012420708428673,0.0223019282063696,-0.00107084391601,-0.0078641295283536
75,Strong Democrat,25 - 44,Very interested,89.44358796296297,7013.0,6445.0,1504.0,4.0,0.0,0.0,0.0,0.0126911569148936,,0.0006206361520558,0.0,0.0,0.0,0.0,0.0,0.0,165.08070601851853,17056.0,17056.0,6066.0,40.0,0.0,0.0,0.0,0.0004649521925486,0.0717483870967742,0.0023452157598499,0.0,0.0,0.0,0.0,0.0,0.0,87.15385416666666,264.0,3059.0,4587.0,4081.0,2169.0,587.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,15.458333333333334,11.587121212121213,0.0391298767146388,0.0458214679979134,0.0066915912832745,-0.0222296751813308,-0.0158595978382929,0.0063700773430378,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.143837294780691,0.0,0.0,0.0,0.0,0.0,0.0,87.15092592592593,56.0,56.0,22.0,0.0,0.0,0.0,0.0,51.0,40.0,18.0,0.0,0.0,0.0759818181818181,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,25-44,1,0,1,3,-0.249013479917648,0.0011320509564317,0.0094002293559444,-0.0029242000243576,-0.0128273844205477,-0.0130448941255481,-0.0072336945038077,0.0381061972054571,-0.0089114682090677,-0.036147074968849
76,Lean Republican,45 - 64,Somewhat interested,51.09829861111111,36635.0,32600.0,5553.0,83.0,0.0,1.0,1.0,0.0736579146407337,0.1011721518987341,0.0025460122699386,0.0,3.067484662576687e-05,3.067484662576687e-05,0.0,0.0120481927710843,0.0120481927710843,132.34849537037036,94030.0,94030.0,7585.0,214.0,0.0,1.0,1.0,0.0564692155570204,0.065388725490196,0.0022758694033818,0.0,1.0634903754121024e-05,1.0634903754121024e-05,0.0,0.0046728971962616,0.0046728971962616,50.99787037037037,663.0,7526.0,11512.0,10220.0,5353.0,1035.0,0.0,7.0,7.0,345.0,0.0,6.0,6.0,0.0,6.0,6.0,15.41478129713424,11.351432880844646,0.0230250896990086,0.0190830024427152,-0.0039420872562934,-0.0347166411152949,-0.038263057268198,-0.003546416152903,0.5203619909502263,0.0,0.0090497737556561,0.0090497737556561,0.0,0.017391304347826,0.017391304347826,0.1012720156555773,0.0,0.0006849315068493,0.0006849315068493,0.0,0.0067632850241545,0.0067632850241545,49.00917824074074,165.0,165.0,95.0,8.0,0.0,1.0,1.0,152.0,109.0,83.0,6.0,1.0,0.0938557894736842,-0.0788375,0.0484848484848484,0.0,0.006060606060606,0.006060606060606,0.0,0.125,0.125,3,Ind/Lean R,45-64,0,0,1,1,-0.294024359151266,0.0455994882706673,-0.0027506973704056,-0.0048875309155073,-0.0198577396020448,0.0252847241015764,0.0031482181840166,0.0013860316454102,-0.0155606486494631,0.026876878325133
77,Not very strong Democrat,45 - 64,Extremely interested,41.11230324074074,259923.0,197124.0,133364.0,116996.0,0.0,0.0,0.0,0.1248236488107838,0.1234863157534129,0.5935147419898135,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,41.04399305555555,1552.0,80883.0,93985.0,91349.0,35939.0,17632.0,0.0,0.0,0.0,1459.0,0.0,0.0,0.0,0.0,0.0,0.0,58.85889175257732,52.11533505154639,0.0391509554333927,0.046408146776524,0.0072571913431312,0.0465103223463763,0.0589615048943312,0.0124511825479549,0.9400773195876287,0.0,0.0,0.0,0.0,0.0,0.0,0.1930179859659109,0.0,0.0,0.0,0.0,0.0,0.0,41.03604166666667,182.0,182.0,150.0,141.0,0.0,0.0,0.0,171.0,32.0,144.0,135.0,0.0,0.1381939999999999,0.1462246376811594,0.7747252747252747,0.0,0.0,0.0,0.0,0.0,0.0,6,Not very strong D,45-64,1,0,0,1,-0.224641565501784,-0.0009879755573814,-0.0661917639995313,-0.0342745529786656,-0.0232544551938007,0.0251715653605368,0.014148633975699,0.0510397479247402,0.0221531375804442,0.0288267603578489
78,Strong Republican,45 - 64,Very interested,111.58831018518518,20876.0,19371.0,11852.0,125.0,0.0,4.0,4.0,0.0071245696928781,-0.0927242718446601,0.0064529451241546,0.0,0.0002064942439729,0.0002064942439729,0.0,0.032,0.032,199.38747685185183,50424.0,50424.0,34623.0,243.0,4.0,21.0,21.0,0.0158488836900326,-0.0008723809523809,0.0048191337458353,7.932730445819452e-05,0.0004164683484055,0.0004164683484055,0.0164609053497942,0.0864197530864197,0.0864197530864197,109.46263888888888,417.0,4174.0,6229.0,5235.0,3137.0,1035.0,0.0,20.0,20.0,234.0,0.0,12.0,12.0,0.0,12.0,12.0,12.553956834532372,10.009592326139089,-0.0164325149770546,-0.0122858155234681,0.0041466994535864,-0.0922300258327862,-0.0951102285402039,-0.0028802027074176,0.5611510791366906,0.0,0.0287769784172661,0.0287769784172661,0.0,0.0512820512820512,0.0512820512820512,0.1977077363896848,0.0,0.0038204393505253,0.0038204393505253,0.0,0.0193236714975845,0.0193236714975845,109.82439814814816,113.0,113.0,56.0,19.0,0.0,0.0,0.0,95.0,75.0,49.0,17.0,0.0,0.0494553571428571,-0.1126294117647058,0.168141592920354,0.0,0.0,0.0,0.0,0.0,0.0,1,Strong R,45-64,1,1,0,1,-0.187857389638525,-0.0013931431911101,-0.0335312549173288,-0.0275890234204577,0.0179009235353523,0.0316711327175651,0.0016742324323768,-0.0108761753506863,0.0121176562158418,-0.0024130680335166
79,Independent/Not sure,45 - 64,Not very interested,59.53180555555556,56080.0,51975.0,3215.0,140.0,0.0,0.0,0.0,0.0206914463452562,0.082097520661157,0.0026936026936026,0.0,0.0,0.0,0.0,0.0,0.0,148.18555555555557,97543.0,97543.0,6588.0,320.0,0.0,0.0,0.0,0.0080592592592592,0.0716129032258064,0.0032806044513701,0.0,0.0,0.0,0.0,0.0,0.0,58.05506944444444,213.0,2596.0,4063.0,3537.0,1588.0,214.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6056338028169,12.187793427230046,0.0972953352799484,0.0891755276495604,-0.0081198076303879,0.0114102191987906,0.0300900508404419,0.0186798316416513,0.3004694835680751,0.0,0.0,0.0,0.0,0.0,0.0,0.060503251342946,0.0,0.0,0.0,0.0,0.0,0.0,57.11518518518518,53.0,53.0,21.0,2.0,0.0,0.0,0.0,50.0,40.0,20.0,2.0,0.0,0.1270095238095238,0.04285,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,45-64,0,0,0,1,-0.255809996426452,0.0281966614035964,-0.0253432968803279,-0.0013767049775808,0.014368066157739,0.0192377266939331,0.0144875924312487,0.0368088653653875,0.0133666739427731,0.0033149385361836
80,Lean Republican,45 - 64,Extremely interested,,,,,,,,,,,,,,,,,,97.0688773148148,14634.0,14634.0,9171.0,191.0,0.0,15.0,15.0,0.1196474321229964,0.0632080536912751,0.0130517971846385,0.0,0.0010250102501025,0.0010250102501025,0.0,0.0785340314136125,0.0785340314136125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Ind/Lean R,45-64,1,0,1,1,,,,,,,,,,
81,Not very strong Republican,25 - 44,Not very interested,87.54388888888889,34667.0,32092.0,21584.0,360.0,0.0,2.0,2.0,0.1045588074499495,-0.0052362229102167,0.0112177489717063,0.0,6.23208276205908e-05,6.23208276205908e-05,0.0,0.0055555555555555,0.0055555555555555,171.6027662037037,64410.0,64410.0,42158.0,691.0,2.0,4.0,5.0,0.1253951705488875,0.0332676923076923,0.0107281478031361,3.105107902499612e-05,6.210215804999224e-05,7.76276975624903e-05,0.0028943560057887,0.0057887120115774,0.0072358900144717,23.96847222222222,8.0,87.0,123.0,117.0,72.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.625,10.875,0.0693299999999999,0.0879196621572871,0.0185896621572871,-0.0373,-0.0373,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,Not very strong R,25-44,0,1,1,1,-0.208378184308649,0.0340860773654157,-0.0643020597278006,-0.0212145224323966,0.0404335149439599,-0.0473488393133058,-0.0540383926601053,-0.050623750650372,0.0653883755257152,-0.0174311389843087
82,Strong Democrat,18 - 24,Very interested,121.7990162037037,22367.0,20496.0,14524.0,129.0,0.0,0.0,0.0,-0.0239070366290286,-0.1262085271317829,0.0062939110070257,0.0,0.0,0.0,0.0,0.0,0.0,176.94675925925927,28597.0,28597.0,22068.0,221.0,0.0,0.0,0.0,-0.0507072367228566,-0.117883105022831,0.0077280833653879,0.0,0.0,0.0,0.0,0.0,0.0,117.07640046296297,783.0,9098.0,13572.0,11922.0,6140.0,1710.0,57.0,1.0,58.0,468.0,51.0,1.0,52.0,51.0,1.0,52.0,15.226053639846745,11.61941251596424,-0.0262540607774116,-0.0273142450257159,-0.0010601842483043,-0.0936435403980276,-0.07718260255403,0.0164609378439976,0.5977011494252874,0.0651340996168582,0.0012771392081736,0.0664112388250319,0.1089743589743589,0.0021367521367521,0.1111111111111111,0.1434323100150981,0.0047810770005032,8.387854386847844e-05,0.0048649555443717,0.0333333333333333,0.0005847953216374,0.0339181286549707,117.86898148148148,227.0,227.0,87.0,11.0,0.0,0.0,0.0,220.0,169.0,84.0,10.0,0.0,-0.0244793103448275,-0.0796090909090909,0.0484581497797356,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,18-24,1,1,1,1,-0.263372628259642,0.0012082040746366,-0.0459612020180226,-0.0279307247939954,-0.0147932940759868,0.0086365141850317,-0.0019900580946759,0.0229336794710461,0.0082349803231069,-0.016463946046096
83,Independent/Not sure,25 - 44,Very interested,20.37575231481481,11626.0,11087.0,1036.0,4.0,0.0,0.0,0.0,0.0354652509652509,-0.132575,0.0003607828988905,0.0,0.0,0.0,0.0,0.0,0.0,61.493402777777774,29199.0,29199.0,3730.0,90.0,0.0,5.0,5.0,0.0078675335120643,-0.0110033333333333,0.0030822973389499,0.0,0.0001712387410527,0.0001712387410527,0.0,0.0555555555555555,0.0555555555555555,19.318125,157.0,1798.0,2516.0,2269.0,1328.0,270.0,3.0,0.0,3.0,95.0,3.0,0.0,3.0,3.0,0.0,3.0,14.452229299363058,11.452229299363058,0.0090894916084428,0.0045533943606242,-0.0045360972478185,-0.0068354691628424,-0.0143694522342673,-0.0075339830714249,0.6050955414012739,0.019108280254777,0.0,0.019108280254777,0.031578947368421,0.0,0.031578947368421,0.1189951520493609,0.001322168356104,0.0,0.001322168356104,0.0111111111111111,0.0,0.0111111111111111,18.176574074074075,59.0,59.0,37.0,1.0,0.0,0.0,0.0,57.0,36.0,36.0,1.0,0.0,-0.0024648648648648,-0.3879,0.0169491525423728,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,25-44,1,0,1,1,-0.278231975473964,0.0624217282842707,-0.0404905275636706,0.0880119211644753,0.0223350050620753,0.0212929187644734,0.0048830011832046,-0.0094789767605082,0.0104485079905721,0.0035829411775797
84,Not very strong Democrat,45 - 64,Not at all interested,73.09076388888889,24548.0,21006.0,5275.0,862.0,0.0,104.0,104.0,0.0479555260663528,-0.0273335266821345,0.0410358945063315,0.0,0.004950966390555,0.004950966390555,0.0,0.1206496519721577,0.1206496519721577,162.0115162037037,23701.0,23701.0,7910.0,1481.0,0.0,336.0,336.0,0.0404892793931732,-0.0093095205941931,0.0624868149023248,0.0,0.0141766170203788,0.0141766170203788,0.0,0.2268737339635381,0.2268737339635381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Not very strong D,45-64,0,0,1,1,,,,,,,,,,
85,Lean Republican,45 - 64,Very interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Ind/Lean R,45-64,1,0,0,1,,,,,,,,,,
86,Strong Democrat,25 - 44,Extremely interested,71.72373842592593,42045.0,36262.0,22801.0,301.0,0.0,5.0,5.0,0.1051311521424547,0.0472564189189189,0.0083007004577794,0.0,0.0001378853896641,0.0001378853896641,0.0,0.0166112956810631,0.0166112956810631,126.41869212962963,39518.0,39518.0,21792.0,310.0,0.0,6.0,6.0,0.101881167400881,0.0454062091503268,0.0078445265448656,0.0,0.0001518295460296,0.0001518295460296,0.0,0.0193548387096774,0.0193548387096774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Strong D,25-44,1,0,1,1,,,,,,,,,,
87,Strong Republican,45 - 64,Extremely interested,,,,,,,,,,,,,,,,,,42.19663194444445,15323.0,15323.0,3164.0,1126.0,5.0,227.0,228.0,0.2202084386852085,0.5075497773820125,0.0734843046400835,0.0003263068589701,0.0148143313972459,0.01487959276904,0.0044404973357015,0.2015985790408525,0.2024866785079929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Strong R,45-64,1,0,0,1,,,,,,,,,,
88,Independent/Not sure,18 - 24,Somewhat interested,,,,,,,,,,,,,,,,,,91.06546296296295,20746.0,20746.0,4308.0,29.0,0.0,0.0,0.0,-0.0107669684308263,0.0345448275862068,0.0013978598284006,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4, No party,18-24,0,0,1,1,,,,,,,,,,
89,Lean Democrat,18 - 24,Very interested,148.97239583333334,33315.0,30650.0,7411.0,138.0,0.0,0.0,0.0,0.0124853461071401,-0.1462443609022556,0.0045024469820554,0.0,0.0,0.0,0.0,0.0,0.0,151.5823263888889,31230.0,31230.0,6501.0,134.0,0.0,0.0,0.0,0.0007639901553607,-0.1528046511627907,0.0042907460774895,0.0,0.0,0.0,0.0,0.0,0.0,147.1195486111111,622.0,6136.0,10690.0,9307.0,4821.0,1036.0,0.0,5.0,5.0,283.0,0.0,5.0,5.0,0.0,5.0,5.0,14.963022508038586,9.864951768488746,0.015435359889426,0.0103380174584408,-0.0050973424309851,-0.0518850331858859,-0.0512323848346704,0.0006526483512154,0.454983922829582,0.0,0.0080385852090032,0.0080385852090032,0.0,0.0176678445229682,0.0176678445229682,0.111314064682497,0.0,0.0005372300419039,0.0005372300419039,0.0,0.0048262548262548,0.0048262548262548,147.1191898148148,240.0,240.0,104.0,28.0,0.0,0.0,0.0,238.0,193.0,103.0,28.0,0.0,-0.0156471153846153,-0.0577479999999999,0.1166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,5,Ind/Lean D,18-24,1,1,1,1,-0.300177665231098,0.0287675569402134,-0.0506028652056599,0.0027921494256318,-0.0080521086395005,0.0134166204216737,-0.0016952366000007,0.0121581683766401,-0.0014933160471506,0.0083670180986106
90,Independent/Not sure,45 - 64,Somewhat interested,40.36144675925926,2694.0,2385.0,592.0,0.0,0.0,0.0,0.0,0.1164108108108107,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.88109953703704,16214.0,16214.0,2606.0,142.0,0.0,2.0,2.0,0.1391075978511128,0.1432035211267605,0.0087578635746885,0.0,0.0001233501911927,0.0001233501911927,0.0,0.0140845070422535,0.0140845070422535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4, No party,45-64,0,0,1,1,,,,,,,,,,
