user_id,pid7_reduced,age_bin,interest,activity_window,activity_n_total,activity_n_urls,activity_n_bias,activity_n_news,activity_n_fake,activity_n_fake_ng,activity_n_fake_either,activity_mean_bias,activity_mean_bias_news,activity_p_news,activity_p_fake,activity_p_fake_ng,activity_p_fake_either,activity_p_fake_news,activity_p_fake_news_ng,activity_p_fake_news_either,browser_history_window,browser_history_n_total,browser_history_n_urls,browser_history_n_bias,browser_history_n_news,browser_history_n_fake,browser_history_n_fake_ng,browser_history_n_fake_either,browser_history_mean_bias,browser_history_mean_bias_news,browser_history_p_news,browser_history_p_fake,browser_history_p_fake_ng,browser_history_p_fake_either,browser_history_p_fake_news,browser_history_p_fake_news_ng,browser_history_p_fake_news_either,activity_gs_search_window,activity_gs_search_n_serps,activity_gs_search_n_cmpts,activity_gs_search_n_results,activity_gs_search_n_urls,activity_gs_search_n_urls_bias,activity_gs_search_n_urls_news,activity_gs_search_n_urls_fake,activity_gs_search_n_urls_fake_ng,activity_gs_search_n_urls_fake_either,activity_gs_search_n_serps_w_news,activity_gs_search_n_serps_w_fake,activity_gs_search_n_serps_w_fake_ng,activity_gs_search_n_serps_w_fake_either,activity_gs_search_n_serps_w_fake_news,activity_gs_search_n_serps_w_fake_news_ng,activity_gs_search_n_serps_w_fake_news_either,activity_gs_search_mean_urls,activity_gs_search_mean_cmpts,activity_gs_search_mean_average_bias,activity_gs_search_mean_weighted_bias,activity_gs_search_mean_ranking_bias,activity_gs_search_mean_average_bias_news,activity_gs_search_mean_weighted_bias_news,activity_gs_search_mean_ranking_bias_news,activity_gs_search_p_serps_w_news,activity_gs_search_p_serps_w_fake,activity_gs_search_p_serps_w_fake_ng,activity_gs_search_p_serps_w_fake_either,activity_gs_search_p_serps_w_fake_news,activity_gs_search_p_serps_w_fake_news_ng,activity_gs_search_p_serps_w_fake_news_either,activity_gs_search_p_urls_news,activity_gs_search_p_urls_fake,activity_gs_search_p_urls_fake_ng,activity_gs_search_p_urls_fake_either,activity_gs_search_p_urls_fake_news,activity_gs_search_p_urls_fake_news_ng,activity_gs_search_p_urls_fake_news_either,activity_gs_follow_window,activity_gs_follow_n_total,activity_gs_follow_n_urls,activity_gs_follow_n_bias,activity_gs_follow_n_news,activity_gs_follow_n_fake,activity_gs_follow_n_fake_ng,activity_gs_follow_n_fake_either,activity_gs_follow_n_unique_urls,activity_gs_follow_n_unique_domains,activity_gs_follow_n_unique_urls_bias,activity_gs_follow_n_unique_urls_news,activity_gs_follow_n_unique_urls_fake,activity_gs_follow_mean_bias,activity_gs_follow_mean_bias_news,activity_gs_follow_p_news,activity_gs_follow_p_fake,activity_gs_follow_p_fake_ng,activity_gs_follow_p_fake_either,activity_gs_follow_p_fake_news,activity_gs_follow_p_fake_news_ng,activity_gs_follow_p_fake_news_either,party7,party_cat,age_group,high_interest,college,female,race_r,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
0,Not very strong Democrat,65+,Extremely interested,93.40270833333334,46377.0,42360.0,10603.0,5042.0,0.0,40.0,40.0,0.1401411958879643,0.0792082415059687,0.1190273843248347,0.0,0.0009442870632672,0.0009442870632672,0.0,0.0079333597778659,0.0079333597778659,182.3511689814815,88605.0,88605.0,20135.0,10815.0,0.0,64.0,64.0,0.1274190663024584,0.1014267961570593,0.122058574572541,0.0,0.0007223068675582,0.0007223068675582,0.0,0.0059177068885806,0.0059177068885806,78.82438657407407,365.0,4045.0,5825.0,5320.0,3187.0,1124.0,2.0,0.0,2.0,268.0,2.0,0.0,2.0,2.0,0.0,2.0,14.575342465753424,11.082191780821915,-0.0104617573233776,-0.0005517272853118,0.0099100300380658,-0.0032309869669493,0.0043019248005612,0.0075329117675106,0.7342465753424657,0.0054794520547945,0.0,0.0054794520547945,0.0074626865671641,0.0,0.0074626865671641,0.2112781954887218,0.000375939849624,0.0,0.000375939849624,0.0017793594306049,0.0,0.0017793594306049,76.9347337962963,136.0,136.0,77.0,26.0,0.0,0.0,0.0,98.0,69.0,52.0,15.0,0.0,0.1852948051948051,0.2663307692307692,0.1911764705882352,0.0,0.0,0.0,0.0,0.0,0.0,6,Not very strong D,65+,1,0,0,1,-0.313670583504461,-0.0221825587201628,-0.0383096440758428,-0.0777928386869685,0.0110902934839419,-0.0159818209049765,-0.0151995833138812,-0.0158412469659871,0.023716478414817,0.0095796454605893
1,Independent/Not sure,25 - 44,Somewhat interested,116.1366087962963,103262.0,97233.0,35249.0,2502.0,12.0,123.0,125.0,-0.0424661834378257,0.0312135833333333,0.0257320045663509,0.0001234148900064,0.0012650026225664,0.0012855717709008,0.0047961630695443,0.0491606714628297,0.0499600319744204,200.10025462962963,110859.0,110859.0,47612.0,3742.0,33.0,160.0,161.0,0.0283379883222716,0.0868106878596876,0.0337545891628104,0.0002976754255405,0.0014432747904996,0.0014522952579402,0.0088188134687332,0.0427578834847675,0.0430251202565473,71.13905092592593,37.0,438.0,702.0,652.0,323.0,165.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,17.62162162162162,11.83783783783784,0.0321280765180765,0.0577624805377478,0.0256344040196713,0.0951515137254902,0.0962296314751018,0.0010781177496116,0.7297297297297297,0.0,0.0,0.0,0.0,0.0,0.0,0.2530674846625766,0.0,0.0,0.0,0.0,0.0,0.0,67.10568287037037,10.0,10.0,3.0,0.0,0.0,0.0,0.0,10.0,9.0,3.0,0.0,0.0,0.0669,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,25-44,0,0,0,2,-0.199446268464066,0.0572547452737916,-0.0150644248067812,0.023282612734657,-0.021804958706788,0.0144415083753582,-0.0053689564497056,0.0522296358242331,-0.0077738137942865,0.052504507343031
2,Not very strong Democrat,45 - 64,Not very interested,46.26487268518518,25830.0,24101.0,10054.0,527.0,0.0,0.0,0.0,0.0719904814004412,0.1096990421455938,0.0218663126011368,0.0,0.0,0.0,0.0,0.0,0.0,136.2523611111111,48490.0,48490.0,21595.0,349.0,0.0,0.0,0.0,0.056841495716601,0.0525518731988472,0.0071973602804702,0.0,0.0,0.0,0.0,0.0,0.0,46.12614583333333,614.0,4692.0,10527.0,8858.0,3360.0,339.0,4.0,6.0,10.0,132.0,4.0,6.0,10.0,4.0,6.0,10.0,14.42671009771987,7.641693811074918,0.0669855268172273,0.0637310127230987,-0.0032545140941285,-0.0174946338965693,-0.0072880405290469,0.0102065933675224,0.2149837133550488,0.006514657980456,0.009771986970684,0.01628664495114,0.0303030303030303,0.0454545454545454,0.0757575757575757,0.0382704899525852,0.0004515692029803,0.0006773538044705,0.0011289230074508,0.0117994100294985,0.0176991150442477,0.0294985250737463,46.018819444444446,246.0,246.0,127.0,2.0,0.0,0.0,0.0,198.0,109.0,92.0,2.0,0.0,0.1004732283464566,-0.0604,0.008130081300813,0.0,0.0,0.0,0.0,0.0,0.0,6,Not very strong D,45-64,0,1,1,4,-0.11877690786254,0.0760985745680198,0.001315744226444,-0.0032503530192755,-0.0047918386439834,0.0043450841110126,-0.0023006015047538,0.0227723559005588,-0.0008318986057231,0.0032693769105081
3,Strong Democrat,45 - 64,Very interested,110.19097222222224,47440.0,43884.0,32097.0,2020.0,1.0,47.0,48.0,0.0408335233822405,0.0581450620347394,0.046030443897548,2.2787348464132712e-05,0.0010710053778142,0.0010937927262783,0.0004950495049504,0.0232673267326732,0.0237623762376237,169.8961574074074,25411.0,25411.0,14542.0,527.0,0.0,2.0,2.0,0.0259487209462247,0.0603865275142314,0.0207390500177088,0.0,7.870607217346819e-05,7.870607217346819e-05,0.0,0.0037950664136622,0.0037950664136622,110.054375,476.0,5284.0,8316.0,7119.0,4181.0,1280.0,2.0,10.0,12.0,288.0,2.0,7.0,9.0,2.0,7.0,9.0,14.955882352941176,11.100840336134452,-0.0418528278375547,-0.0414653831321825,0.0003874447053721,-0.1132238640414634,-0.1073976275131142,0.0058262365283492,0.6050420168067226,0.0042016806722689,0.0147058823529411,0.01890756302521,0.0069444444444444,0.0243055555555555,0.03125,0.1798005337828346,0.0002809383340356,0.0014046916701783,0.001685630004214,0.0015625,0.0078125,0.009375,106.99677083333331,125.0,125.0,79.0,16.0,0.0,0.0,0.0,116.0,84.0,71.0,16.0,0.0,-0.0199810126582278,-0.1953133333333333,0.128,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,45-64,1,0,1,1,-0.221328653998122,0.0434327901907825,-0.039573551830265,-0.0204607522434448,-0.0046021369475483,-0.0077026159172596,-0.0179586139723576,0.0015186557852056,0.0076040775410613,0.0020232598474835
4,Independent/Not sure,18 - 24,Somewhat interested,,,,,,,,,,,,,,,,,,93.33497685185183,886.0,886.0,446.0,3.0,0.0,0.0,0.0,0.0479251121076233,-0.0781333333333334,0.0033860045146726,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4, No party,18-24,0,0,1,3,,,,,,,,,,
5,Lean Republican,45 - 64,Somewhat interested,,,,,,,,,,,,,,,,,,19.0557175925926,896.0,896.0,587.0,2.0,0.0,0.0,0.0,0.1062890971039182,0.4061,0.0022321428571428,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Ind/Lean R,45-64,0,1,1,1,,,,,,,,,,
6,Independent/Not sure,25 - 44,Somewhat interested,116.73671296296295,51453.0,45300.0,9369.0,4748.0,0.0,0.0,0.0,0.0819026256804334,0.1220092616033755,0.104812362030905,0.0,0.0,0.0,0.0,0.0,0.0,137.20956018518518,57395.0,57395.0,10445.0,5080.0,0.0,0.0,0.0,0.080566548587841,0.1311333136211314,0.0885094520428608,0.0,0.0,0.0,0.0,0.0,0.0,115.81054398148147,456.0,5094.0,7799.0,6993.0,3607.0,1430.0,3.0,0.0,3.0,255.0,2.0,0.0,2.0,2.0,0.0,2.0,15.335526315789474,11.171052631578949,0.0710562693138554,0.0756508401842735,0.004594570870418,0.0646347969499513,0.0646245778968745,-1.0219053076773167e-05,0.5592105263157895,0.0043859649122807,0.0,0.0043859649122807,0.0078431372549019,0.0,0.0078431372549019,0.2044902044902045,0.0004290004290004,0.0,0.0004290004290004,0.002097902097902,0.0,0.002097902097902,115.8046875,202.0,202.0,108.0,30.0,0.0,0.0,0.0,155.0,112.0,67.0,26.0,0.0,0.1009879629629629,0.0970241379310344,0.1485148514851485,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,25-44,0,0,1,1,-0.294194910841653,0.0422319413399398,-0.0430825615570709,0.0352886488042171,-0.0054512916020695,0.0164383362772969,-0.0152792693188385,0.0133526696331312,-0.0390617368534919,0.0108869499245224
7,Independent/Not sure,25 - 44,Not at all interested,14.971979166666667,4656.0,4192.0,903.0,95.0,0.0,0.0,0.0,0.0707006644518269,0.014918947368421,0.022662213740458,0.0,0.0,0.0,0.0,0.0,0.0,13.998530092592592,1402.0,1402.0,334.0,47.0,0.0,0.0,0.0,0.0534131736526945,0.0450893617021276,0.0335235378031383,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4, No party,25-44,0,0,1,1,,,,,,,,,,
8,Lean Democrat,45 - 64,Somewhat interested,62.76706018518519,39321.0,37519.0,28908.0,155.0,0.0,0.0,0.0,0.0445581499930721,-0.2930688741721854,0.0041312401716463,0.0,0.0,0.0,0.0,0.0,0.0,143.0615625,56326.0,56326.0,35857.0,328.0,0.0,1.0,1.0,0.0334381264467189,-0.1305259259259259,0.0058232432624365,0.0,1.7753790434257714e-05,1.7753790434257714e-05,0.0,0.0030487804878048,0.0030487804878048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Ind/Lean D,45-64,0,1,1,5,,,,,,,,,,
9,Strong Democrat,18 - 24,Not at all interested,,,,,,,,,,,,,,,,,,63.82978009259259,10805.0,10805.0,9907.0,142.0,0.0,0.0,0.0,-0.0377832542646613,0.0447183098591549,0.0131420638593243,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Strong D,18-24,0,1,0,3,,,,,,,,,,
10,Lean Democrat,25 - 44,Extremely interested,65.0725462962963,39311.0,34832.0,11614.0,3186.0,0.0,0.0,0.0,0.0559190631995862,0.1217869182389937,0.0914676159853008,0.0,0.0,0.0,0.0,0.0,0.0,155.69590277777775,86776.0,86776.0,25965.0,7425.0,0.0,0.0,0.0,0.03935431542461,0.0929341163764007,0.0855651332165575,0.0,0.0,0.0,0.0,0.0,0.0,64.3187037037037,379.0,3072.0,6468.0,5325.0,3056.0,1068.0,1.0,1.0,2.0,240.0,1.0,1.0,2.0,1.0,1.0,2.0,14.050131926121372,8.105540897097626,-0.0746214673855021,-0.085549770773975,-0.0109283033884728,-0.1061754002634411,-0.1049317910688952,0.0012436091945459,0.633245382585752,0.0026385224274406,0.0026385224274406,0.0052770448548812,0.0041666666666666,0.0041666666666666,0.0083333333333333,0.2005633802816901,0.00018779342723,0.00018779342723,0.00037558685446,0.0009363295880149,0.0009363295880149,0.0018726591760299,63.07127314814815,56.0,56.0,24.0,7.0,0.0,0.0,0.0,51.0,49.0,22.0,6.0,0.0,0.0791541666666666,0.2601,0.125,0.0,0.0,0.0,0.0,0.0,0.0,5,Ind/Lean D,25-44,1,1,1,1,-0.236693646298194,0.0067104005672024,-0.0456472938935158,-0.018437367466915,0.0213357279294947,-0.015987694134784,-0.0151507247445903,-0.0133065765982212,0.0241326809549196,0.0104379563348099
11,Strong Democrat,18 - 24,Extremely interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Strong D,18-24,1,0,1,3,,,,,,,,,,
12,Independent/Not sure,65+,Not very interested,71.82628472222223,6310.0,5826.0,2700.0,239.0,0.0,6.0,6.0,0.0930473333333375,-0.0591081395348837,0.0410230003432887,0.0,0.0010298661174047,0.0010298661174047,0.0,0.0251046025104602,0.0251046025104602,154.22663194444445,53441.0,53441.0,24640.0,1866.0,4.0,49.0,52.0,0.0802758887987012,-0.0299079847908745,0.0349170112834714,7.484889878557662e-05,0.0009168990101233,0.0009730356842124,0.0021436227224008,0.0262593783494105,0.0278670953912111,70.97865740740741,34.0,400.0,644.0,559.0,376.0,131.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,16.441176470588236,11.764705882352942,0.0053814490944212,0.0005248241738415,-0.0048566249205796,-0.0856416239316239,-0.0644338960662014,0.0212077278654224,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.2343470483005366,0.0,0.0,0.0,0.0,0.0,0.0,63.178275462962965,7.0,7.0,5.0,1.0,0.0,0.0,0.0,7.0,5.0,5.0,1.0,0.0,0.25212,0.0848,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,65+,0,0,1,1,-0.30265054338502,0.0355041538564609,-0.0472731475097823,-0.0549902668763076,0.0004581234459742,-0.0523216413038432,-0.0466116435179295,-0.0218209685383561,-0.00795366104748,0.0382318334578439
13,Lean Democrat,65+,Extremely interested,10.83449074074074,19889.0,18413.0,2045.0,656.0,0.0,4.0,4.0,0.0583060146699264,0.1189241319444444,0.0356270026611633,0.0,0.0002172378211046,0.0002172378211046,0.0,0.0060975609756097,0.0060975609756097,96.5538773148148,139996.0,139996.0,32424.0,20535.0,0.0,0.0,0.0,0.0869757802862077,0.0978021380846325,0.1466827623646389,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Ind/Lean D,65+,1,0,1,5,,,,,,,,,,
14,Lean Democrat,25 - 44,Somewhat interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Ind/Lean D,25-44,0,0,1,3,,,,,,,,,,
15,Independent/Not sure,45 - 64,Somewhat interested,154.97530092592592,29746.0,25410.0,2620.0,119.0,0.0,0.0,0.0,0.1531116793893128,0.0948134453781512,0.0046831955922865,0.0,0.0,0.0,0.0,0.0,0.0,244.95055555555555,29900.0,29900.0,2875.0,221.0,0.0,0.0,0.0,0.1340441739130435,0.1702877828054298,0.007391304347826,0.0,0.0,0.0,0.0,0.0,0.0,126.9147800925926,11.0,120.0,142.0,132.0,57.0,14.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,10.909090909090908,0.1962234487734488,0.2155221251957318,0.019298676422283,0.0148541666666666,0.0824398263888888,0.0675856597222222,0.2727272727272727,0.0909090909090909,0.0,0.0909090909090909,0.3333333333333333,0.0,0.3333333333333333,0.106060606060606,0.0075757575757575,0.0,0.0075757575757575,0.0714285714285714,0.0,0.0714285714285714,70.32642361111111,5.0,5.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.174,0.0558,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,45-64,0,1,1,1,-0.191416739929747,0.043089022543519,-0.100048574261183,0.0455732661565946,-0.0249630272316335,0.0343223429870785,0.0022085510475032,-0.031821904720104,0.0377277200635604,0.0723114575579518
16,Not very strong Republican,45 - 64,Extremely interested,44.41481481481482,24000.0,22189.0,13653.0,4568.0,48.0,378.0,386.0,0.0386104958617155,-0.0039576677316293,0.2058677723196178,0.0021632340348821,0.0170354680246969,0.0173960070305106,0.010507880910683,0.0827495621716287,0.0845008756567425,122.51474537037038,17848.0,17848.0,5824.0,1029.0,4.0,101.0,102.0,0.0682444711538461,0.0232454825462012,0.0576535186015239,0.0002241147467503,0.0056588973554459,0.0057149260421335,0.0038872691933916,0.0981535471331389,0.0991253644314868,44.27752314814815,1037.0,11339.0,15227.0,14106.0,9460.0,5886.0,6.0,175.0,181.0,829.0,6.0,99.0,99.0,6.0,99.0,99.0,13.602700096432017,10.934426229508198,-0.0230354106938178,-0.01735686051723,0.0056785501765878,-0.0179775268066158,-0.0095817658747028,0.008395760931913,0.7994214079074252,0.0057859209257473,0.0954676952748312,0.0954676952748312,0.0072376357056694,0.1194209891435464,0.1194209891435464,0.4172692471288813,0.0004253509145044,0.0124060683397135,0.012831419254218,0.001019367991845,0.0297315664288141,0.0307509344206591,44.27729166666666,489.0,489.0,322.0,179.0,1.0,23.0,24.0,450.0,283.0,295.0,163.0,19.0,-0.0028627329192546,-0.0007872611464968,0.3660531697341513,0.0020449897750511,0.0470347648261758,0.0490797546012269,0.0055865921787709,0.1284916201117318,0.1340782122905028,2,Not very strong R,45-64,1,0,0,1,-0.237633966792185,-0.0434482086714827,-0.0736126798575781,-0.0390824385704895,-0.057538801637733,0.0022189533099364,-0.0027561184832218,-0.0551974355372344,0.0211167345376514,0.00655561082225
17,Lean Republican,25 - 44,Extremely interested,36.08783564814815,633.0,572.0,130.0,0.0,0.0,0.0,0.0,0.0711246153846154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.78162037037038,4302.0,4302.0,3268.0,23.0,0.0,2.0,2.0,0.0670409730722154,-0.0383136363636363,0.005346350534635,0.0,0.00046490004649,0.00046490004649,0.0,0.0869565217391304,0.0869565217391304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Ind/Lean R,25-44,1,0,0,1,,,,,,,,,,
18,Not very strong Republican,18 - 24,Somewhat interested,,,,,,,,,,,,,,,,,,95.66763888888887,12360.0,12360.0,5082.0,26.0,0.0,0.0,0.0,-0.0557720385674931,-0.0560142857142857,0.0021035598705501,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Not very strong R,18-24,0,0,1,1,,,,,,,,,,
19,Independent/Not sure,45 - 64,Not at all interested,46.05148148148148,22325.0,18504.0,10684.0,3462.0,0.0,12.0,12.0,0.1693453107450465,0.1256041618160652,0.187094682230869,0.0,0.0006485084306095,0.0006485084306095,0.0,0.0034662045060658,0.0034662045060658,119.8009375,32823.0,32823.0,15050.0,4956.0,0.0,62.0,62.0,0.1504180398671096,0.1018342415616104,0.1509916826615483,0.0,0.0018889193553301,0.0018889193553301,0.0,0.0125100887812752,0.0125100887812752,38.94564814814815,96.0,1141.0,1716.0,1508.0,770.0,141.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,15.708333333333334,11.885416666666666,0.0736712658769801,0.0893074645033723,0.0156361986263922,0.0706264360587002,0.0703081309607001,-0.000318305098,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0935013262599469,0.0,0.0,0.0,0.0,0.0,0.0,38.9456712962963,51.0,51.0,16.0,8.0,0.0,0.0,0.0,45.0,43.0,15.0,3.0,0.0,0.1449625,0.08305,0.1568627450980392,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,45-64,0,0,1,1,-0.237743501729569,0.0456345569098694,-0.0573095997414803,0.028710028488256,0.0102900400618888,0.0349512916433077,0.0453279009375814,0.0273437379103797,0.0088550358413714,0.0372335558830339
20,Lean Republican,65+,Very interested,,,,,,,,,,,,,,,,,,54.606712962962966,17734.0,17734.0,310.0,6.0,3.0,3.0,3.0,0.0086893548387096,0.4694333333333333,0.0003383331453704,0.0001691665726852,0.0001691665726852,0.0001691665726852,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Ind/Lean R,65+,1,0,1,1,,,,,,,,,,
21,Independent/Not sure,25 - 44,Somewhat interested,,,,,,,,,,,,,,,,,,88.03549768518519,102.0,102.0,3.0,0.0,0.0,0.0,0.0,0.1176999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4, No party,25-44,0,0,1,1,,,,,,,,,,
22,Independent/Not sure,25 - 44,Not very interested,20.15601851851852,23362.0,21961.0,3622.0,29.0,0.0,0.0,0.0,0.0279744892324691,0.1207586206896551,0.0013205227448658,0.0,0.0,0.0,0.0,0.0,0.0,102.82451388888887,51381.0,51381.0,8775.0,430.0,0.0,0.0,0.0,0.0261299601139601,0.0791519801980198,0.0083688522994881,0.0,0.0,0.0,0.0,0.0,0.0,20.10474537037037,122.0,1284.0,1633.0,1454.0,533.0,88.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,11.918032786885243,10.524590163934429,-0.1124821585812355,-0.1174244577092445,-0.0049422991280089,-0.1168723979591836,-0.1008714722424684,0.0160009257167152,0.3278688524590163,0.0,0.0,0.0,0.0,0.0,0.0,0.0605226960110041,0.0,0.0,0.0,0.0,0.0,0.0,20.104733796296298,19.0,19.0,10.0,0.0,0.0,0.0,0.0,17.0,12.0,9.0,0.0,0.0,-0.09108,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4, No party,25-44,0,0,1,1,-0.168072807544477,-0.0305349431041617,-0.0331302991823641,-0.0283725880340326,-0.0060651770028338,-0.0177102840677011,-0.0091030117761809,-0.0240425456555389,-0.0113087452090154,-0.0147437343937642
23,Strong Democrat,25 - 44,Very interested,,,,,,,,,,,,,,,,,,46.98689814814815,27449.0,27449.0,5019.0,2273.0,0.0,0.0,0.0,0.1160109583582387,0.1348801143862736,0.0828081168712885,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Strong D,25-44,1,0,0,1,,,,,,,,,,
24,Not very strong Republican,45 - 64,Not very interested,102.23832175925926,719.0,630.0,95.0,14.0,0.0,0.0,0.0,-0.0294431578947368,0.0820714285714285,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,182.90248842592592,2826.0,2826.0,778.0,17.0,0.0,0.0,0.0,0.0221068123393316,0.0741411764705882,0.0060155697098372,0.0,0.0,0.0,0.0,0.0,0.0,96.2762037037037,28.0,279.0,572.0,473.0,259.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.892857142857142,9.964285714285714,0.0991543167651676,0.0951710617276811,-0.0039832550374864,-0.00895,-0.0098340909090909,-0.0008840909090909,0.3928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0317124735729386,0.0,0.0,0.0,0.0,0.0,0.0,84.83271990740741,9.0,9.0,4.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0,0.0,0.0,0.051625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Not very strong R,45-64,0,0,1,1,-0.123101062658077,0.114883628629804,0.0017035848018427,-0.0528438787605871,-0.0134321541891351,-0.0181460078112826,-0.0373006541091919,0.0507259228810413,-0.0109692926142632,0.0048959443141796
25,Strong Democrat,45 - 64,Not very interested,77.5132175925926,20824.0,19004.0,3955.0,354.0,0.0,0.0,0.0,0.0712679140328706,-0.1138449152542373,0.0186276573352978,0.0,0.0,0.0,0.0,0.0,0.0,150.4479050925926,18970.0,18970.0,3805.0,264.0,0.0,1.0,1.0,0.07203629434954,-0.0839568181818181,0.0139167105956773,0.0,5.271481286241434e-05,5.271481286241434e-05,0.0,0.0037878787878787,0.0037878787878787,75.05747685185185,916.0,10140.0,14289.0,13016.0,6976.0,3496.0,1.0,1.0,2.0,378.0,1.0,1.0,2.0,1.0,1.0,2.0,14.209606986899564,11.069868995633188,0.0213986146924948,0.0283571194467653,0.0069585047542704,-0.1078280710264663,-0.1190559496794954,-0.011227878653029,0.4126637554585153,0.0010917030567685,0.0010917030567685,0.0021834061135371,0.0026455026455026,0.0026455026455026,0.0052910052910052,0.2685925015365704,7.682851874615857e-05,7.682851874615857e-05,0.0001536570374923,0.0002860411899313,0.0002860411899313,0.0005720823798627,75.05725694444445,400.0,400.0,214.0,76.0,0.0,0.0,0.0,266.0,121.0,118.0,23.0,0.0,0.0570911214953271,-0.1277421052631578,0.19,0.0,0.0,0.0,0.0,0.0,0.0,7,Strong D,45-64,0,1,1,4,-0.339933837074706,0.0293508951987707,-0.0376056278362359,0.085116199280315,0.0006405376025471,0.0499951007993526,0.0224032297768432,-0.0462539878686642,0.0161936210500549,-0.028354290343238
