caseid,pid7_reduced,age_bin,browse_window,browse_n_total,browse_n_total_news,browse_n_total_bias,browse_n_total_fake,browse_n_total_fake_ng,browse_n_total_fake_either,browse_mean_bias,browse_mean_bias_news,browse_exposed_news,browse_exposed_fake,browse_exposed_fake_ng,browse_exposed_fake_either,browse_p_total_news,browse_p_total_fake,browse_p_total_fake_news,browse_p_total_fake_ng,browse_p_total_fake_news_ng,browse_p_total_fake_either,browse_p_total_fake_news_either,search_window,search_n_serps,search_n_results,search_n_urls,search_n_urls_bias,search_n_urls_news,search_n_urls_fake,search_n_urls_fake_ng,search_n_urls_fake_either,search_n_serps_w_news,search_n_serps_w_fake,search_n_serps_w_fake_ng,search_n_serps_w_fake_either,search_n_serps_w_fake_news,search_n_serps_w_fake_news_ng,search_n_serps_w_fake_news_either,search_mean_urls,search_mean_cmpts,search_mean_average_bias,search_mean_weighted_bias,search_mean_ranking_bias,search_mean_average_bias_news,search_mean_weighted_bias_news,search_mean_ranking_bias_news,search_p_serps_w_news,search_p_serps_w_fake,search_p_serps_w_fake_ng,search_p_serps_w_fake_either,search_p_serps_w_fake_news,search_p_serps_w_fake_news_ng,search_p_serps_w_fake_news_either,search_p_urls_news,search_p_urls_fake,search_p_urls_fake_ng,search_p_urls_fake_either,search_p_urls_news_fake,search_p_urls_news_fake_ng,search_p_urls_news_fake_either,history_window,history_n_clicks,history_n_news,history_n_bias,history_n_fake,history_n_fake_ng,history_n_fake_either,history_mean_bias,history_mean_bias_news,history_p_news,history_p_bias,history_p_fake,history_p_fake_ng,history_p_fake_either,history_p_fake_news,history_p_fake_news_ng,history_p_fake_news_either,follow_window,follow_n_clicks,follow_n_news,follow_n_bias,follow_n_fake,follow_n_fake_ng,follow_n_fake_either,follow_mean_bias,follow_mean_bias_news,follow_p_news,follow_p_bias,follow_p_fake,follow_p_fake_ng,follow_p_fake_either,follow_p_fake_news,follow_p_fake_news_ng,follow_p_fake_news_either,race,newsint,college,female,high_news,age_group,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
185,Strong Democrat,25 - 44,222.0401736111111,47999.60476190476,197.5,22185.40238095238,0.0,0.0,0.0,0.0359281186690326,-0.0473579746835443,1.0,0.0,0.0,0.0,0.0041146172136139,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.5541550925926,3251.0,407.0,701.0,0.0,0.0,0.0,-0.0271928673323823,-0.0075530487804878,0.1251922485389111,0.2156259612426945,0.0,0.0,0.0,0.0,0.0,0.0,176.6813425925926,7.0,0.0,4.0,0.0,0.0,0.0,-0.00135,,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,White,Some of the time,1,1,0,25-44,-0.0960086640869281,0.0378802349980302,0.0121914740471489,-0.082517937386363,0.095799634624266,0.130380323920826,-0.0990878559832581,0.0781051814753312,0.020378134828621,-0.0070626220219701
186,Strong Republican,25 - 44,232.9690625,52119.247619047615,3570.775,36865.892857142855,86.0,341.0,383.0,0.0465690479168558,0.2780343825920143,1.0,1.0,1.0,1.0,0.0685116375067359,0.0016500621925434,0.0240844074465627,0.0065426884611315,0.0954974760381149,0.0073485327877225,0.1072596285120177,73.62810185185185,611.0,9105.0,7444.0,5658.0,2762.0,38.0,123.0,143.0,467.0,32.0,67.0,83.0,32.0,67.0,83.0,12.18330605564648,4.726677577741407,-0.0631246698673714,-0.0570825140800724,0.0060421557872989,-0.0514702903398871,-0.0420705323603291,0.0093997579795579,0.7643207855973814,0.0523731587561374,0.1096563011456628,0.1358428805237315,0.0685224839400428,0.1434689507494646,0.1777301927194861,0.3710370768404084,0.0051047823750671,0.0165233745298226,0.0192101020956475,0.0137581462708182,0.0445329471397538,0.0517740767559739,232.97023148148148,6521.0,1771.0,3980.0,74.0,184.0,225.0,0.0803321608040201,0.2289081786542923,0.2715841128661248,0.610335838061647,0.0113479527679803,0.0282165312068701,0.0345039104431835,0.0417843026538678,0.1038961038961039,0.1270468661773009,232.8793055555556,892.0,151.0,440.0,5.0,5.0,10.0,-0.0767725,-0.0215331081081081,0.1692825112107623,0.4932735426008968,0.0056053811659192,0.0056053811659192,0.0112107623318385,0.0331125827814569,0.0331125827814569,0.0662251655629139,White,Most of the time,0,0,1,25-44,0.0892321055254539,-0.0050207534008772,0.0304925990114838,-0.003434811288743,-0.0001089339413608,-0.0170836051334485,-0.0039887049428319,-0.0061127117658953,0.0062032435848571,0.000351038300356
187,Strong Democrat,25 - 44,22.336516203703702,12065.666666666666,56.0,3416.833333333333,0.0,0.0,0.0,0.0168280396165428,-0.0040125,1.0,0.0,0.0,0.0,0.004641268613421,0.0,0.0,0.0,0.0,0.0,0.0,33.431423611111114,183.0,2608.0,1921.0,1208.0,251.0,0.0,1.0,1.0,75.0,0.0,1.0,1.0,0.0,1.0,1.0,10.497267759562842,5.109289617486339,0.0240589567139428,0.0403290090679048,0.0162700523539619,-0.0724227512265512,-0.0623780354045713,0.0100447158219798,0.4098360655737705,0.0,0.0054644808743169,0.0054644808743169,0.0,0.0133333333333333,0.0133333333333333,0.1306611140031233,0.0,0.0005205622071837,0.0005205622071837,0.0,0.0039840637450199,0.0039840637450199,202.80512731481485,6099.0,149.0,1777.0,1.0,3.0,3.0,0.0713851997749015,-0.0591235714285714,0.0244302344646663,0.2913592392195442,0.0001639613051319,0.0004918839153959,0.0004918839153959,0.0067114093959731,0.0201342281879194,0.0201342281879194,200.67284722222223,930.0,61.0,293.0,1.0,1.0,1.0,0.0474941979522184,0.0181189655172413,0.0655913978494623,0.3150537634408602,0.0010752688172043,0.0010752688172043,0.0010752688172043,0.0163934426229508,0.0163934426229508,0.0163934426229508,Mixed,Some of the time,0,0,0,25-44,0.151652660906747,-0.0213262806372181,-0.0160579369851567,-0.0347079368290695,-0.0143995932626081,0.0167346651004582,-0.0027417322622804,-0.0089476711509945,0.0136360480986009,0.0246415278540667
188,Strong Republican,25 - 44,37.94577546296296,601.1666666666666,6.0,123.0,0.0,0.0,0.0,0.0018558913224286,0.0322666666666666,1.0,0.0,0.0,0.0,0.0099805932908234,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Most of the time,1,0,1,25-44,,,,,,,,,,
189,Strong Republican,45 - 64,146.86854166666666,160991.90873015873,3891.6412698412696,74750.6373015873,27.0,84.0,87.0,0.0585453857202376,0.1273267519641201,1.0,1.0,1.0,1.0,0.0241728997471799,0.0001677102918585,0.006937946775629,0.0005217653524488,0.0215847233019569,0.0005403998293219,0.0223556062770267,13.235416666666667,4.0,58.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.0,0.20072,0.1548915,-0.0458284999999999,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Most of the time,0,0,1,45-64,,,,,,,,,,
190,Strong Democrat,45 - 64,59.40289351851852,16850.711874236873,177.33333333333331,9213.298323898323,0.0,0.0,0.0,-0.0631350785553983,0.0339661654135338,1.0,0.0,0.0,0.0,0.0105237888260649,0.0,0.0,0.0,0.0,0.0,0.0,53.55108796296296,217.0,3106.0,2426.0,1370.0,349.0,1.0,2.0,3.0,98.0,1.0,2.0,3.0,1.0,2.0,3.0,11.179723502304148,4.631336405529954,-0.0516470197265493,-0.0624143129220315,-0.0107672931954822,-0.1279484679501784,-0.1285445718101511,-0.0005961038599726,0.4516129032258064,0.0046082949308755,0.0092165898617511,0.0138248847926267,0.010204081632653,0.0204081632653061,0.0306122448979591,0.1438582028029678,0.0004122011541632,0.0008244023083264,0.0012366034624896,0.0028653295128939,0.0057306590257879,0.0085959885386819,180.911863425926,2391.0,178.0,822.0,2.0,0.0,2.0,-0.0911729927007299,-0.0039859756097561,0.0744458385612714,0.3437892095357591,0.000836470096194,0.0,0.000836470096194,0.0112359550561797,0.0,0.0112359550561797,180.84719907407407,699.0,53.0,222.0,0.0,0.0,0.0,-0.1021027027027026,-0.0011020833333333,0.0758226037195994,0.3175965665236051,0.0,0.0,0.0,0.0,0.0,0.0,Black,Most of the time,1,0,1,45-64,0.165803286257682,-0.0307036700340105,-0.0052030237041083,-0.0210204668965746,-0.0357152882152268,-0.0026158556961109,0.0279065607133054,-0.006168287661144,-0.0107488463692678,-0.0083776443131028
191,Strong Democrat,65+,57.1069212962963,17059.3,10485.333333333334,12893.05,5.0,0.0,5.0,0.0423865104859714,0.0491319334944048,1.0,1.0,0.0,1.0,0.61464030372485,0.0002930952618219,0.0004768565615462,0.0,0.0,0.0002930952618219,0.0004768565615462,41.90813657407407,18.0,312.0,253.0,174.0,32.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.055555555555555,5.166666666666667,0.0817064575629526,0.0705187134769188,-0.0111877440860338,-0.1339055555555555,-0.1009743930980835,0.0329311624574719,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.1264822134387351,0.0,0.0,0.0,0.0,0.0,0.0,197.0186111111111,124.0,8.0,48.0,0.0,0.0,0.0,0.1135604166666666,-0.0335749999999999,0.064516129032258,0.3870967741935484,0.0,0.0,0.0,0.0,0.0,0.0,205.76006944444444,50.0,1.0,17.0,0.0,0.0,0.0,0.0694235294117647,0.1869,0.02,0.34,0.0,0.0,0.0,0.0,0.0,0.0,White,Most of the time,1,1,1,65+,0.235426006088864,0.0415425985753268,0.0179067065328125,-0.0518748809430398,0.026464226371294,0.0401332853721323,-0.0387776086368717,-0.0198908481666708,0.0219377089097125,0.0175453937033083
192,Strong Republican,45 - 64,137.10319444444443,33600.747619047615,24736.5,29884.164285714287,0.0,0.0,0.0,0.2851273337455502,0.3815325510884725,1.0,0.0,0.0,0.0,0.736188976520789,0.0,0.0,0.0,0.0,0.0,0.0,72.10618055555555,195.0,3081.0,2374.0,1304.0,395.0,8.0,5.0,13.0,106.0,8.0,3.0,11.0,8.0,3.0,11.0,12.174358974358974,4.841025641025641,0.0541609660827121,0.0576427441849118,0.0034817781021996,-0.0468775136345136,-0.018002354192417,0.0288751594420965,0.5435897435897435,0.041025641025641,0.0153846153846153,0.0564102564102564,0.0754716981132075,0.0283018867924528,0.1037735849056603,0.166385846672283,0.0033698399326032,0.002106149957877,0.0054759898904802,0.020253164556962,0.0126582278481012,0.0329113924050632,232.3074074074074,10714.0,1257.0,4220.0,23.0,23.0,38.0,0.2311633886255924,0.3790072405470635,0.1173231286167631,0.3938771700578682,0.0021467239126376,0.0021467239126376,0.0035467612469665,0.0182975338106603,0.0182975338106603,0.0302307080350039,232.906550925926,1095.0,81.0,323.0,5.0,2.0,5.0,0.1085340557275541,0.1417827160493827,0.073972602739726,0.2949771689497716,0.0045662100456621,0.0018264840182648,0.0045662100456621,0.0617283950617283,0.0246913580246913,0.0617283950617283,White,Most of the time,0,0,1,45-64,0.179164458227255,0.004524987626049,0.0160818673054698,-0.0360360009845185,-0.0063011181759827,0.0165788831209481,-0.0274452917865678,0.0178434013349684,0.0029626245015692,-0.0118744218274177
193,Strong Democrat,25 - 44,146.05130787037038,83928.97023809524,13936.211507936508,51929.66587301587,5.0,3.0,8.0,-0.0283977393265814,0.0137141323820298,1.0,1.0,1.0,1.0,0.1660476885204398,5.9574185002099634e-05,0.0003587775628371,3.574451100125978e-05,0.0002152665377022,9.531869600335942e-05,0.0005740441005393,57.25431712962963,1441.0,20499.0,15965.0,9088.0,2718.0,8.0,17.0,25.0,699.0,8.0,12.0,20.0,8.0,12.0,20.0,11.07911172796669,3.5746009715475364,-0.0762084147618007,-0.0790224377725422,-0.0028140230107415,-0.0855411835700921,-0.0813250412200667,0.0042161423500254,0.4850798056904927,0.0055517002081887,0.0083275503122831,0.0138792505204718,0.0114449213161659,0.0171673819742489,0.0286123032904148,0.1702474162229877,0.0005010961478233,0.0010648293141246,0.001565925461948,0.002943340691685,0.0062545989698307,0.0091979396615158,237.54510416666668,79431.0,16268.0,34137.0,6.0,6.0,12.0,-0.108257465506635,-0.0992918401800787,0.2048066875653082,0.42976923367451,7.553725875287986e-05,7.553725875287986e-05,0.0001510745175057,0.0003688222276862,0.0003688222276862,0.0007376444553725,236.05171296296297,3863.0,275.0,1322.0,1.0,1.0,2.0,-0.134968910741301,-0.077408032128514,0.0711881957028216,0.342221071705928,0.000258866166192,0.000258866166192,0.0005177323323841,0.0036363636363636,0.0036363636363636,0.0072727272727272,White,Most of the time,1,0,1,25-44,0.125667258559169,-0.0090196349903442,0.0707858820862402,-0.0129668608832507,0.0135686044874335,-0.0039551546061698,0.0086386302026073,0.0057430695001984,-0.0102758603902659,-0.0065075553863256
194,Strong Democrat,25 - 44,154.96917824074075,45355.938095238096,2153.355555555556,31624.316269841267,1.0,9.0,9.0,0.0327286594025367,0.2219979845409231,1.0,1.0,1.0,1.0,0.047476816619556,2.2047829721881327e-05,0.0004643914923478,0.0001984304674969,0.0041795234311307,0.0001984304674969,0.0041795234311307,65.06465277777778,558.0,7419.0,6268.0,3387.0,1325.0,8.0,18.0,26.0,323.0,8.0,17.0,25.0,8.0,17.0,25.0,11.232974910394264,3.3637992831541217,0.0536426614077162,0.0607172266176523,0.0070745652099361,0.0709901070291185,0.0854214190516428,0.0144313120225243,0.578853046594982,0.014336917562724,0.0304659498207885,0.0448028673835125,0.0247678018575851,0.0526315789473684,0.0773993808049535,0.2113911933631142,0.0012763241863433,0.0028717294192724,0.0041480536056158,0.0060377358490566,0.0135849056603773,0.0196226415094339,252.6258564814815,20826.0,2013.0,8071.0,2.0,18.0,19.0,0.094929166150415,0.0831773778920308,0.0966580236243157,0.3875444156343032,9.603380389897244e-05,0.0008643042350907,0.0009123211370402,0.0009935419771485,0.0089418777943368,0.009438648782911,252.55028935185183,3759.0,301.0,1108.0,0.0,5.0,5.0,0.0151907039711191,0.0472314685314685,0.0800744878957169,0.2947592444799148,0.0,0.0013301409949454,0.0013301409949454,0.0,0.0166112956810631,0.0166112956810631,White,Only now and then,1,0,0,25-44,0.168042333400415,-0.0398522668529858,0.0387576250663937,-0.037522064358579,-0.0127532360270634,0.0013247759672854,-0.0032153536841111,0.0382219164273668,0.0111003343592086,0.0069220867444793
195,Strong Democrat,65+,104.01487268518518,9934.5,1289.0,7267.5,2.0,15.0,15.0,0.0674645326891136,0.0957427463149728,1.0,1.0,1.0,1.0,0.129749861593437,0.0002013186370728,0.0015515903801396,0.0015098897780462,0.0116369278510473,0.0015098897780462,0.0116369278510473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.11435185185184,9070.0,675.0,5504.0,1.0,19.0,19.0,0.1040737100290697,0.0720052950075643,0.0744211686879823,0.6068357221609703,0.0001102535832414,0.0020948180815876,0.0020948180815876,0.0014814814814814,0.0281481481481481,0.0281481481481481,189.1764351851852,19.0,0.0,4.0,0.0,0.0,0.0,0.1723,,0.0,0.2105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,White,Some of the time,0,0,0,65+,0.0220785373635693,-0.0074019744128103,-0.0264906970277582,0.0478782711383148,-0.0366803741519066,0.0224991085328588,-0.0190174113983572,0.0156356213635935,0.0157380416358828,0.0320110331534896
196,Strong Republican,45 - 64,139.58885416666666,70755.88333333333,10.0,1831.7619047619048,0.0,0.0,0.0,0.0010330857763771,0.00839,1.0,0.0,0.0,0.0,0.0001413310035702,0.0,0.0,0.0,0.0,0.0,0.0,36.77534722222222,17.0,190.0,172.0,42.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.117647058823527,3.176470588235294,0.1226402777777777,0.1205144675925925,-0.0021258101851851,0.3268,0.3268,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.005813953488372,0.0,0.0,0.0,0.0,0.0,0.0,230.65042824074075,8805.0,2.0,220.0,0.0,0.0,0.0,0.084965,0.0582,0.0002271436683702,0.0249858035207268,0.0,0.0,0.0,0.0,0.0,0.0,205.98144675925928,29.0,0.0,2.0,0.0,0.0,0.0,0.0856,,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,White,Only now and then,0,0,0,45-64,0.116736473822504,-0.0412220999653551,-0.0311977244727302,-0.0183535430294453,-0.141257470062751,-0.064446464940744,0.0616883996119503,-0.0363688825011761,-0.0261556795075742,0.0166234432296073
197,Strong Democrat,25 - 44,136.65630787037037,7481.778571428571,1273.6666666666663,6187.111904761904,2.0,0.0,2.0,-0.0425025413170474,-0.1389166971996859,1.0,1.0,0.0,1.0,0.1702358141860208,0.0002673161175388,0.0015702695629416,0.0,0.0,0.0002673161175388,0.0015702695629416,69.35537037037037,317.0,5162.0,3875.0,2955.0,890.0,18.0,1.0,19.0,233.0,11.0,1.0,12.0,11.0,1.0,12.0,12.22397476340694,5.359621451104101,-0.0842937981396602,-0.0891762431479489,-0.0048824450082887,-0.1889862897676953,-0.1838797438648046,0.0051065459028906,0.7350157728706624,0.0347003154574132,0.0031545741324921,0.0378548895899053,0.0472103004291845,0.0042918454935622,0.0515021459227467,0.2296774193548387,0.0046451612903225,0.000258064516129,0.0049032258064516,0.0202247191011235,0.0011235955056179,0.0213483146067415,231.68113425925927,4156.0,665.0,2872.0,2.0,1.0,3.0,-0.0424758008356546,-0.1820559139784946,0.160009624639076,0.6910490856592878,0.0004812319538017,0.0002406159769008,0.0007218479307025,0.0030075187969924,0.0015037593984962,0.0045112781954887,230.9310648148148,672.0,102.0,378.0,1.0,0.0,1.0,-0.1617333333333333,-0.2548131313131314,0.1517857142857142,0.5625,0.0014880952380952,0.0,0.0014880952380952,0.0098039215686274,0.0,0.0098039215686274,White,Most of the time,1,1,1,25-44,0.121106906120435,-0.0304021282167498,-0.0018072973483186,-0.0370688514780054,0.0436471183950972,0.0004142818708991,0.0034260018811657,0.0149060647600515,0.0135242034920994,-0.0141424416874172
198,Strong Democrat,18 - 24,70.21744212962963,120771.0,3968.833333333333,91440.33333333331,3.0,3.0,6.0,-0.0896226276727581,-0.3365750514424894,1.0,1.0,1.0,1.0,0.0328624697430122,2.4840400427254888e-05,0.0007558896401125,2.4840400427254888e-05,0.0007558896401125,4.9680800854509775e-05,0.001511779280225,72.14721064814815,1822.0,27970.0,20650.0,14152.0,3777.0,25.0,28.0,48.0,885.0,21.0,23.0,38.0,21.0,23.0,38.0,11.333699231613611,4.752469813391877,-0.0377883772096677,-0.0230930311288429,0.0146953460808247,-0.1149479560584012,-0.1064704457539098,0.0084775103044914,0.4857299670691548,0.0115257958287596,0.0126234906695938,0.0208562019758507,0.023728813559322,0.0259887005649717,0.0429378531073446,0.1829055690072639,0.0012106537530266,0.0013559322033898,0.0023244552058111,0.0066190097961344,0.0074132909716706,0.0127084988085782,110.15064814814816,26839.0,1407.0,13357.0,2.0,3.0,5.0,-0.0874860597439544,-0.2860958493466564,0.0524237117627333,0.4976712992287343,7.451842468050225e-05,0.0001117776370207,0.0001862960617012,0.0014214641080312,0.0021321961620469,0.0035536602700781,112.26623842592592,2544.0,128.0,688.0,0.0,0.0,0.0,-0.1266283430232558,-0.1444067226890756,0.050314465408805,0.270440251572327,0.0,0.0,0.0,0.0,0.0,0.0,White,Most of the time,0,0,1,18-24,0.110601134885741,-0.0209681617527199,-0.0013527383716915,-0.0085332791229709,0.0141918481381218,0.0008686838577295,0.0062853653350466,-0.007605233647064,-0.0158509119679446,-0.0051057856469754
199,Strong Republican,45 - 64,146.13322916666667,49173.75714285714,98.5,43555.73888888888,0.0,0.0,0.0,0.0837030060475217,0.1537208121827411,1.0,0.0,0.0,0.0,0.0020031009571597,0.0,0.0,0.0,0.0,0.0,0.0,72.80989583333333,480.0,6841.0,5515.0,2381.0,578.0,2.0,0.0,2.0,225.0,1.0,0.0,1.0,1.0,0.0,1.0,11.489583333333334,4.422916666666667,0.0769921380023863,0.0926654549053942,0.0156733169030079,0.0261631097647392,0.0430381066454194,0.0168749968806801,0.46875,0.0020833333333333,0.0,0.0020833333333333,0.0044444444444444,0.0,0.0044444444444444,0.1048050770625566,0.0003626473254759,0.0,0.0003626473254759,0.0034602076124567,0.0,0.0034602076124567,237.7183796296296,37167.0,94.0,29615.0,0.0,0.0,0.0,0.1075702549383758,0.1243619565217391,0.0025291252993246,0.7968089972287244,0.0,0.0,0.0,0.0,0.0,0.0,237.6566203703704,921.0,13.0,173.0,0.0,0.0,0.0,0.1676109826589595,0.1037076923076923,0.014115092290988,0.1878393051031487,0.0,0.0,0.0,0.0,0.0,0.0,Black,Don't know,0,1,0,45-64,0.259489279554938,-0.0467302673220422,0.0449593574877538,-0.0583658867388228,-0.0473955343165087,0.0146257755567036,0.0222589628796799,-0.039550717671233,0.0036680283131797,-0.0045646777647234
200,Strong Democrat,25 - 44,137.8741087962963,20893.009523809524,19.0,8006.976190476191,0.0,0.0,0.0,0.0354642443177622,-0.1936157894736842,1.0,0.0,0.0,0.0,0.0009093950767766,0.0,0.0,0.0,0.0,0.0,0.0,31.39660879629629,32.0,503.0,404.0,135.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.625,4.5625,0.1199060007440476,0.1405300453607342,0.0206240446166866,0.0443388888888888,0.0299907407407407,-0.0143481481481481,0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0396039603960396,0.0,0.0,0.0,0.0,0.0,0.0,216.03050925925925,3080.0,25.0,790.0,0.0,1.0,1.0,0.1318902531645569,-0.197656,0.0081168831168831,0.2564935064935065,0.0,0.0003246753246753,0.0003246753246753,0.0,0.04,0.04,211.8957175925926,91.0,1.0,21.0,0.0,0.0,0.0,0.1427523809523809,0.0159,0.0109890109890109,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,Black,Only now and then,0,1,0,25-44,0.200158605414513,-0.0671712923676049,0.0371026927267023,-0.0759495160306242,0.0026175046010767,-0.0172740701391498,0.0140960895608659,0.0373130621838896,-0.0076986699919695,-0.0224476278725055
201,Strong Republican,25 - 44,110.82561342592592,86940.28333333334,9281.0,30237.983333333334,0.0,47.0,47.0,0.0237035986770229,0.0264220342635492,1.0,0.0,1.0,1.0,0.1067514349408799,0.0,0.0,0.0005406009527229,0.0050641094709621,0.0005406009527229,0.0050641094709621,25.62782407407408,87.0,1515.0,1048.0,614.0,82.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,12.045977011494251,5.471264367816092,0.0863409231314201,0.0881834398248852,0.0018425166934651,-0.0114174083196496,-0.0042226905000825,0.0071947178195671,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0782442748091603,0.0,0.0,0.0,0.0,0.0,0.0,114.72875,55145.0,8728.0,18343.0,0.0,59.0,59.0,0.0809316469497901,0.0950416498993963,0.158273642215976,0.3326321516003264,0.0,0.0010699066098467,0.0010699066098467,0.0,0.0067598533455545,0.0067598533455545,113.94127314814814,249.0,7.0,76.0,0.0,0.0,0.0,0.0535697368421052,-0.2121285714285714,0.0281124497991967,0.3052208835341365,0.0,0.0,0.0,0.0,0.0,0.0,Asian,Some of the time,1,1,0,25-44,0.200402695869779,-0.0940060441946801,-0.0153926070866755,-0.10200047070301,0.0192749462614339,0.0338197213838242,0.0188579845834357,0.0416071195831196,-0.00622866200912,-0.0044511305794672
202,Strong Democrat,25 - 44,33.85315972222222,4821.066666666667,228.1,4268.066666666667,0.0,10.0,10.0,-0.0177892043254604,0.0728508548882069,1.0,0.0,1.0,1.0,0.0473131810387742,0.0,0.0,0.0020742297693456,0.0438404208680403,0.0020742297693456,0.0438404208680403,32.0305787037037,82.0,1247.0,937.0,534.0,105.0,3.0,0.0,3.0,24.0,1.0,0.0,1.0,1.0,0.0,1.0,11.426829268292684,4.182926829268292,0.0240745500559716,0.0169858891699558,-0.0070886608860157,-0.0572148379629629,-0.0718201179282394,-0.0146052799652764,0.2926829268292683,0.0121951219512195,0.0,0.0121951219512195,0.0416666666666666,0.0,0.0416666666666666,0.1120597652081109,0.0032017075773745,0.0,0.0032017075773745,0.0285714285714285,0.0,0.0285714285714285,207.96702546296297,666.0,107.0,376.0,0.0,4.0,4.0,0.0660063829787234,0.0124941747572815,0.1606606606606606,0.5645645645645646,0.0,0.006006006006006,0.006006006006006,0.0,0.0373831775700934,0.0373831775700934,207.96702546296297,130.0,21.0,44.0,0.0,0.0,0.0,0.0088727272727272,0.001,0.1615384615384615,0.3384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,White,Most of the time,1,1,1,25-44,0.118271139912426,-0.025050113785034,0.0148426932004266,-0.0442468890967947,0.0184421866170726,0.0164852912636847,0.0097136294834455,0.0004553996547166,-0.0075845581917944,0.0178687684681096
203,Strong Democrat,45 - 64,122.44083333333332,42449.43333333333,385.0,19936.08333333333,0.0,5.0,5.0,-0.0153185276128538,-0.2206658441558442,1.0,0.0,1.0,1.0,0.0090696145924209,0.0,0.0,0.0001177872024989,0.0129870129870129,0.0001177872024989,0.0129870129870129,39.39568287037037,1069.0,19592.0,14900.0,10466.0,1694.0,11.0,16.0,26.0,490.0,10.0,10.0,19.0,10.0,10.0,19.0,13.938260056127222,4.981290926099158,0.0035794509566669,0.0075482685424905,0.0039688175858236,-0.1345776212660164,-0.1331213551383332,0.0014562661276831,0.4583723105706268,0.0093545369504209,0.0093545369504209,0.0177736202057998,0.0204081632653061,0.0204081632653061,0.0387755102040816,0.1136912751677852,0.000738255033557,0.0010738255033557,0.001744966442953,0.0064935064935064,0.0094451003541912,0.0153482880755608,220.539375,17812.0,341.0,6121.0,0.0,6.0,6.0,-0.024567750367587,-0.0306587020648967,0.0191443970357062,0.343644733887267,0.0,0.0003368515607455,0.0003368515607455,0.0,0.0175953079178885,0.0175953079178885,220.08666666666667,2881.0,77.0,593.0,0.0,1.0,1.0,-0.0570337268128161,-0.064875,0.0267268309614717,0.205831308573412,0.0,0.0003471017007983,0.0003471017007983,0.0,0.0129870129870129,0.0129870129870129,Black,Most of the time,0,0,1,45-64,0.130888518467864,-0.0309992524740822,-0.0234909465886071,-0.0311111220780283,0.002852767964525,0.0056703816221403,0.0130698164934795,-0.001945573192272,-0.0219805152909522,0.002187882306388
204,Strong Democrat,45 - 64,154.13891203703704,272369.1003968254,1110.2722222222224,259216.0361111111,1.0,1.0,2.0,0.18647500648473,-0.1416743666468183,1.0,1.0,1.0,1.0,0.0040763516147926,3.671488427075832e-06,0.0009006800134101,3.671488427075832e-06,0.0009006800134101,7.342976854151664e-06,0.0018013600268202,63.30199074074074,1034.0,13752.0,10822.0,5618.0,922.0,4.0,3.0,7.0,322.0,4.0,3.0,7.0,4.0,3.0,7.0,10.466150870406189,3.5473887814313345,-0.0871942788699086,-0.0896902941118742,-0.0024960152419656,-0.140708666079086,-0.1420853888978264,-0.0013767228187404,0.3114119922630561,0.0038684719535783,0.0029013539651837,0.006769825918762,0.0124223602484472,0.0093167701863354,0.0217391304347826,0.0851968212899648,0.0003696174459434,0.0002772130844575,0.000646830530401,0.0043383947939262,0.0032537960954446,0.0075921908893709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Most of the time,1,0,1,45-64,0.142242509824021,-0.0355067215567389,0.046844436277832,-0.033776360175097,-0.0097282018999177,0.0056249937881503,-0.0091559035656685,0.0398683755505611,0.0006195097720596,0.0011021735267523
