caseid,pid7_reduced,age_bin,browse_window,browse_n_total,browse_n_total_news,browse_n_total_bias,browse_n_total_fake,browse_n_total_fake_ng,browse_n_total_fake_either,browse_mean_bias,browse_mean_bias_news,browse_exposed_news,browse_exposed_fake,browse_exposed_fake_ng,browse_exposed_fake_either,browse_p_total_news,browse_p_total_fake,browse_p_total_fake_news,browse_p_total_fake_ng,browse_p_total_fake_news_ng,browse_p_total_fake_either,browse_p_total_fake_news_either,search_window,search_n_serps,search_n_results,search_n_urls,search_n_urls_bias,search_n_urls_news,search_n_urls_fake,search_n_urls_fake_ng,search_n_urls_fake_either,search_n_serps_w_news,search_n_serps_w_fake,search_n_serps_w_fake_ng,search_n_serps_w_fake_either,search_n_serps_w_fake_news,search_n_serps_w_fake_news_ng,search_n_serps_w_fake_news_either,search_mean_urls,search_mean_cmpts,search_mean_average_bias,search_mean_weighted_bias,search_mean_ranking_bias,search_mean_average_bias_news,search_mean_weighted_bias_news,search_mean_ranking_bias_news,search_p_serps_w_news,search_p_serps_w_fake,search_p_serps_w_fake_ng,search_p_serps_w_fake_either,search_p_serps_w_fake_news,search_p_serps_w_fake_news_ng,search_p_serps_w_fake_news_either,search_p_urls_news,search_p_urls_fake,search_p_urls_fake_ng,search_p_urls_fake_either,search_p_urls_news_fake,search_p_urls_news_fake_ng,search_p_urls_news_fake_either,history_window,history_n_clicks,history_n_news,history_n_bias,history_n_fake,history_n_fake_ng,history_n_fake_either,history_mean_bias,history_mean_bias_news,history_p_news,history_p_bias,history_p_fake,history_p_fake_ng,history_p_fake_either,history_p_fake_news,history_p_fake_news_ng,history_p_fake_news_either,follow_window,follow_n_clicks,follow_n_news,follow_n_bias,follow_n_fake,follow_n_fake_ng,follow_n_fake_either,follow_mean_bias,follow_mean_bias_news,follow_p_news,follow_p_bias,follow_p_fake,follow_p_fake_ng,follow_p_fake_either,follow_p_fake_news,follow_p_fake_news_ng,follow_p_fake_news_either,race,newsint,college,female,high_news,age_group,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
73,Not very strong Democrat,45 - 64,132.68229166666666,47101.00833333333,974.1404761904762,16774.13690476191,0.0,118.0,118.0,0.0321679806824477,0.0605904589882656,1.0,0.0,1.0,1.0,0.0206819452631776,0.0,0.0,0.0025052542222645,0.1211324268769293,0.0025052542222645,0.1211324268769293,43.37108796296296,315.0,4819.0,3549.0,1846.0,451.0,6.0,5.0,11.0,163.0,5.0,5.0,9.0,5.0,5.0,9.0,11.266666666666667,4.447619047619048,0.047199158991379,0.0516935864006531,0.004494427409274,0.0186804019321227,0.0172659938020765,-0.0014144081300461,0.5174603174603175,0.0158730158730158,0.0158730158730158,0.0285714285714285,0.0306748466257668,0.0306748466257668,0.0552147239263803,0.1270780501549732,0.0016906170752324,0.0014088475626937,0.0030994646379261,0.0133037694013303,0.0110864745011086,0.024390243902439,223.7140856481481,33024.0,1481.0,12692.0,0.0,262.0,262.0,0.1052202804916482,-0.0032785421785421,0.0448461724806201,0.3843265503875969,0.0,0.0079336240310077,0.0079336240310077,0.0,0.1769074949358541,0.1769074949358541,222.65576388888888,693.0,99.0,244.0,0.0,2.0,2.0,0.0609979508196721,0.0523680851063829,0.1428571428571428,0.352092352092352,0.0,0.0028860028860028,0.0028860028860028,0.0,0.0202020202020202,0.0202020202020202,White,Most of the time,1,1,1,45-64,0.160028013946091,-0.0249701883181947,-0.0093168930434874,-0.0220958659549088,-0.0046280797339905,0.0146312089965721,-0.013733897324859,0.0031529850361022,0.0148322657705574,-0.0070406360913352
74,Strong Democrat,25 - 44,71.41537037037037,18062.36984126984,219.47619047619048,2519.092857142857,0.0,0.0,0.0,0.0075106162966363,0.152323193751356,1.0,0.0,0.0,0.0,0.0121510185210979,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.84983796296297,18156.0,1048.0,3771.0,2.0,2.0,2.0,0.1609446565897639,0.2132860061287027,0.0577219651905706,0.2076999339061467,0.0001101564221194,0.0001101564221194,0.0001101564221194,0.0019083969465648,0.0019083969465648,0.0019083969465648,185.85416666666663,36.0,1.0,4.0,0.0,0.0,0.0,0.043875,0.3736,0.0277777777777777,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,Hispanic,Most of the time,1,0,1,25-44,,,,,,,,,,
75,Lean Republican,65+,116.00425925925926,13896.76507936508,169.0,6722.051984126984,2.0,13.0,14.0,0.066619668440594,0.1189414201183432,1.0,1.0,1.0,1.0,0.0121611036118717,0.0001439183859393,0.0118343195266272,0.0009354695086055,0.0769230769230769,0.0010074287015751,0.0828402366863905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.3698958333333,14926.0,994.0,6906.0,0.0,6.0,6.0,-0.1227883724297712,-0.0895247983870967,0.0665952030014739,0.462682567332172,0.0,0.000401983116709,0.000401983116709,0.0,0.0060362173038229,0.0060362173038229,235.85850694444449,12.0,1.0,5.0,0.0,0.0,0.0,0.08922,-0.1167,0.0833333333333333,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,White,Most of the time,0,1,1,65+,,,,,,,,,,
76,Strong Democrat,25 - 44,128.40194444444444,2829.2833333333333,200.3333333333333,2182.116666666667,0.0,0.0,0.0,-0.0245040504957085,0.3330138103161397,1.0,0.0,0.0,0.0,0.0708070948473406,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.04046296296292,11984.0,1992.0,5519.0,6.0,7.0,10.0,0.0844011052726943,0.1296475897435897,0.1662216288384512,0.4605307076101468,0.0005006675567423,0.0005841121495327,0.0008344459279038,0.003012048192771,0.0035140562248995,0.0050200803212851,220.5420138888889,1061.0,116.0,383.0,1.0,2.0,2.0,0.0395945169712793,0.0679153153153153,0.1093308199811498,0.3609802073515551,0.000942507068803,0.001885014137606,0.001885014137606,0.0086206896551724,0.0172413793103448,0.0172413793103448,White,Some of the time,1,0,0,25-44,0.183429671503548,-0.0149343650073131,0.0287208986162555,-0.0391614033727163,-0.0651029436747167,-0.0145328320754659,0.0310642257729021,0.0361733799939841,-0.0310008479753362,-0.0072069733956016
77,Not very strong Republican,25 - 44,153.11561342592591,304521.51865079365,5294.766666666666,64432.26507936508,4.0,92.0,95.0,0.0060297469290187,0.0161453945090435,1.0,1.0,1.0,1.0,0.0173871675477172,1.3135360738125542e-05,0.0007554629413949,0.0003021132969768,0.0173756476520841,0.0003119648175304,0.0179422448581303,65.1848611111111,642.0,10264.0,7902.0,5008.0,1577.0,9.0,29.0,37.0,386.0,5.0,22.0,26.0,5.0,22.0,26.0,12.30841121495327,5.059190031152648,0.0206785791863353,0.0236247294916778,0.0029461503053425,-0.055923920239813,-0.0357150915170343,0.0202088287227787,0.6012461059190031,0.0077881619937694,0.0342679127725856,0.0404984423676012,0.0129533678756476,0.0569948186528497,0.0673575129533678,0.1995697291824854,0.0011389521640091,0.0036699569729182,0.0046823588964819,0.0057070386810399,0.0183893468611287,0.0234622701331642,250.4061458333333,196105.0,14190.0,55845.0,36.0,142.0,176.0,0.0478410153102336,-0.1344541423487544,0.0723591953290329,0.2847709135412151,0.0001835751255704,0.0007241018841946,0.0008974783916779,0.002536997885835,0.0100070472163495,0.0124031007751937,250.37329861111112,1992.0,344.0,889.0,6.0,7.0,12.0,-0.088408323959505,-0.0633420895522388,0.1726907630522088,0.446285140562249,0.003012048192771,0.0035140562248995,0.0060240963855421,0.0174418604651162,0.0203488372093023,0.0348837209302325,White,Most of the time,1,1,1,25-44,0.123613013550049,-0.0316330877215201,0.0045295343799333,-0.0321625579984677,0.0034744266029071,0.0087628424729703,-0.0059499000894475,0.0080315948114976,0.0120799928999153,0.0164008562041322
78,Not very strong Democrat,45 - 64,90.09833333333331,42715.61428571429,2521.9464285714284,20291.10714285714,1.0,2.0,2.0,0.0067014740762243,-0.0681562677164982,1.0,1.0,1.0,1.0,0.0590403877070044,2.3410643080332286e-05,0.0003965191285076,4.682128616066457e-05,0.0007930382570152,4.682128616066457e-05,0.0007930382570152,72.84118055555555,947.0,13247.0,10247.0,5388.0,2012.0,4.0,5.0,9.0,528.0,4.0,5.0,9.0,4.0,5.0,9.0,10.820485744456178,4.057022175290391,0.0680651878162292,0.069305295431573,0.0012401076153438,0.0660634153601165,0.0692642792672403,0.0032008639071237,0.5575501583949314,0.0042238648363252,0.0052798310454065,0.0095036958817317,0.0075757575757575,0.0094696969696969,0.0170454545454545,0.1963501512637845,0.0003903581536059,0.0004879476920074,0.0008783058456133,0.0019880715705765,0.0024850894632206,0.0044731610337972,234.67303240740745,8567.0,1280.0,3992.0,10.0,5.0,15.0,0.0386951903807615,-0.0318458498023715,0.1494105287731995,0.4659740866114158,0.0011672697560406,0.0005836348780203,0.0017509046340609,0.0078125,0.00390625,0.01171875,233.49792824074075,3769.0,308.0,1187.0,4.0,2.0,6.0,-0.0065268744734625,0.0011703333333333,0.0817192889360573,0.3149376492438313,0.001061289466702,0.000530644733351,0.001591934200053,0.0129870129870129,0.0064935064935064,0.0194805194805194,Black,Most of the time,1,0,1,45-64,0.152128831937557,-0.0029507837683227,0.0899708744886726,-0.0522352564393028,-0.0192154717744086,0.0029579972921725,-0.0029191685553318,-0.0208433583185245,0.002304967449355,-0.0396305835666015
79,Strong Democrat,45 - 64,172.17934027777778,17841.859523809522,164.5,1991.607142857143,2.0,0.0,2.0,0.0093070918296606,0.1133100303951368,1.0,1.0,0.0,1.0,0.0092198909973749,0.0001120959391778,0.0121580547112462,0.0,0.0,0.0001120959391778,0.0121580547112462,46.347314814814816,16.0,201.0,161.0,84.0,17.0,2.0,0.0,2.0,7.0,2.0,0.0,2.0,2.0,0.0,2.0,10.0625,4.5,0.0440955555555555,0.037801714389931,-0.0062938411656244,-0.0168128571428571,0.028696238095238,0.0455090952380952,0.4375,0.125,0.0,0.125,0.2857142857142857,0.0,0.2857142857142857,0.1055900621118012,0.0124223602484472,0.0,0.0124223602484472,0.1176470588235294,0.0,0.1176470588235294,94.11215277777778,172.0,27.0,51.0,0.0,0.0,0.0,0.0688745098039215,0.0631230769230769,0.1569767441860465,0.2965116279069767,0.0,0.0,0.0,0.0,0.0,0.0,94.10813657407408,70.0,4.0,11.0,0.0,0.0,0.0,0.0439727272727272,0.086325,0.0571428571428571,0.1571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,White,Most of the time,1,0,1,45-64,0.22086557958288,-0.0011124753762142,0.0656924711812315,-0.037944150997658,-0.105880596914372,-0.0434586292443871,0.0731943007976345,-0.0133471301159844,-0.045455195664906,0.0583721567446272
80,Strong Republican,25 - 44,139.29886574074075,215935.25,9830.166666666666,30514.05,0.0,72.0,72.0,-0.0001527163428234,-0.0828132771570505,1.0,0.0,1.0,1.0,0.0455236774295381,0.0,0.0,0.0003334332861355,0.0073243926010071,0.0003334332861355,0.0073243926010071,50.32486111111111,608.0,7958.0,6071.0,2783.0,492.0,1.0,3.0,3.0,201.0,1.0,3.0,3.0,1.0,3.0,3.0,9.985197368421051,3.694078947368421,0.0398309038437615,0.0418393457789032,0.0020084419351416,-0.0325643993506493,-0.0330470152812818,-0.0004826159306324,0.3305921052631579,0.0016447368421052,0.0049342105263157,0.0049342105263157,0.0049751243781094,0.0149253731343283,0.0149253731343283,0.0810410146598583,0.0001647175094712,0.0004941525284137,0.0004941525284137,0.0020325203252032,0.0060975609756097,0.0060975609756097,236.0278240740741,1624.0,53.0,234.0,0.0,0.0,0.0,0.1559440170940171,0.1315415094339623,0.0326354679802955,0.1440886699507389,0.0,0.0,0.0,0.0,0.0,0.0,58.10002314814815,105.0,1.0,22.0,0.0,0.0,0.0,0.1032045454545454,0.2589,0.0095238095238095,0.2095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,Asian,Most of the time,1,0,1,25-44,0.11104466148663,-0.0119110186060283,0.023606844704723,-0.037565551002031,-0.0076927706861387,0.0057527590731209,-0.0118432449620388,0.0151461769721385,-0.000499465719193,-0.0009043982032729
81,Strong Democrat,45 - 64,153.21105324074074,99584.74126984128,4959.498412698413,75160.55555555556,2.0,26.0,28.0,0.0371849337750745,0.0339260478210161,1.0,1.0,1.0,1.0,0.0498017904094346,2.0083398063772344e-05,0.0004032665873789,0.000261084174829,0.0052424656359258,0.0002811675728928,0.0056457322233047,65.47918981481482,2025.0,30429.0,22099.0,14074.0,3723.0,32.0,40.0,72.0,1181.0,26.0,34.0,60.0,26.0,34.0,60.0,10.913086419753087,4.515061728395062,-0.0498919005645777,-0.0491870434279618,0.0007048571366158,-0.1538755538382539,-0.1500313554051854,0.0038441984330685,0.5832098765432099,0.0128395061728395,0.0167901234567901,0.0296296296296296,0.0220152413209144,0.0287891617273497,0.0508044030482641,0.1684691615005203,0.0014480293225937,0.0018100366532422,0.003258065975836,0.0085952189094816,0.010744023636852,0.0193392425463336,251.5658796296296,3657.0,436.0,1972.0,5.0,6.0,11.0,-0.0831350912778904,-0.1730807511737089,0.1192234071643423,0.5392398140552366,0.0013672409078479,0.0016406890894175,0.0030079299972655,0.0114678899082568,0.0137614678899082,0.0252293577981651,251.5751736111111,4784.0,272.0,1314.0,3.0,5.0,8.0,-0.0768099695585997,-0.1554325842696629,0.0568561872909698,0.2746655518394649,0.0006270903010033,0.0010451505016722,0.0016722408026755,0.0110294117647058,0.0183823529411764,0.0294117647058823,Mixed,Only now and then,1,1,0,45-64,0.0943131936291045,-0.0272858811000228,0.0080035267479225,-0.0233261107207652,0.0444172808554679,-0.002669331106276,0.0194761942878355,0.0100582378809474,0.0133814182831396,-0.0043741586968446
82,Strong Democrat,45 - 64,110.94217592592592,40505.66666666666,718.6666666666667,12950.416666666668,0.0,0.0,0.0,0.0021393362657076,0.0883891349721706,1.0,0.0,0.0,0.0,0.0177423734950665,0.0,0.0,0.0,0.0,0.0,0.0,21.018391203703704,43.0,582.0,507.0,302.0,109.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,11.790697674418604,5.511627906976744,0.0634277984934961,0.0978794585643785,0.0344516600708824,0.0617740079365079,0.065173080829554,0.0033990728930461,0.6976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.2149901380670611,0.0,0.0,0.0,0.0,0.0,0.0,191.7562037037037,6525.0,30.0,281.0,0.0,1.0,1.0,0.0892989323843416,0.0942066666666666,0.0045977011494252,0.0430651340996168,0.0,0.0001532567049808,0.0001532567049808,0.0,0.0333333333333333,0.0333333333333333,134.87126157407408,4.0,2.0,3.0,0.0,0.0,0.0,0.1942333333333333,0.21055,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Black,Most of the time,0,0,1,45-64,0.0448145341307739,-0.0046353934330735,0.0408010148420072,-0.0188369400023444,-0.008604535686052,-0.0148065868406342,0.0077726281592579,-0.0532819554306485,0.0081047479251365,0.0160376287639743
83,Lean Democrat,25 - 44,45.76436342592593,6912.75,77.0,2737.333333333333,0.0,28.0,28.0,0.0265631948211637,0.216112987012987,1.0,0.0,1.0,1.0,0.0111388376550576,0.0,0.0,0.0040504864200209,0.3636363636363636,0.0040504864200209,0.3636363636363636,65.71958333333333,688.0,11297.0,8663.0,6058.0,1124.0,4.0,50.0,54.0,353.0,4.0,17.0,21.0,4.0,17.0,21.0,12.59156976744186,4.722383720930233,0.0207450006680481,0.0326118022043173,0.0118668015362692,-0.1078565882559962,-0.1072232960111605,0.0006332922448357,0.5130813953488372,0.005813953488372,0.0247093023255813,0.0305232558139534,0.0113314447592068,0.0481586402266288,0.0594900849858356,0.1297472007387741,0.0004617338104582,0.0057716726307283,0.0062334064411866,0.0035587188612099,0.0444839857651245,0.0480427046263345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,Most of the time,0,1,1,25-44,0.222873191491738,-0.0969872300078176,-0.0026697542853791,-0.133572708040023,0.0697328558231682,-0.0124881710045267,0.0529809603695013,0.0920452541759766,0.001419104502523,-0.0496845994192892
84,Strong Republican,45 - 64,93.17108796296296,53901.71131813581,730.826396577279,8434.229113008987,0.0,4.0,4.0,0.0181480328350235,0.0683530004842155,1.0,0.0,1.0,1.0,0.0135585008101845,0.0,0.0,7.420914665197573e-05,0.0054732560546983,7.420914665197573e-05,0.0054732560546983,52.78200231481482,15.0,246.0,199.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.266666666666667,4.266666666666667,0.0456983333333333,0.0971337341269841,0.0514354007936507,,,,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0050251256281407,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mixed,Some of the time,1,1,0,45-64,0.175653821391299,-0.0518118812314557,0.0013337757267319,0.0572159445663352,0.0135675135733809,0.0531742049026877,0.0138862207703847,0.0323091911203592,-0.0138566301561954,0.0001392223214798
85,Strong Democrat,25 - 44,134.20799768518518,16508.533333333333,182.46666666666667,14787.366666666663,2.0,2.0,4.0,0.1139677322435265,0.0770657289002557,1.0,1.0,1.0,1.0,0.0110528696270211,0.0001211494661346,0.010960906101571,0.0001211494661346,0.010960906101571,0.0002422989322693,0.0219218122031421,70.82275462962963,212.0,2647.0,2204.0,1258.0,114.0,0.0,1.0,1.0,48.0,0.0,1.0,1.0,0.0,1.0,1.0,10.39622641509434,3.240566037735849,-0.0510843375384489,-0.0735454369769554,-0.0224610994385064,-0.0418777053140096,-0.0240260573192239,0.0178516479947856,0.2264150943396226,0.0,0.0047169811320754,0.0047169811320754,0.0,0.0208333333333333,0.0208333333333333,0.0517241379310344,0.0,0.0004537205081669,0.0004537205081669,0.0,0.0087719298245614,0.0087719298245614,224.22516203703705,15792.0,2265.0,7097.0,21.0,24.0,30.0,0.088696561927575,-0.0060703097345132,0.1434270516717325,0.4494047619047619,0.0013297872340425,0.0015197568389057,0.0018996960486322,0.0092715231788079,0.0105960264900662,0.0132450331125827,214.1454398148148,474.0,63.0,224.0,0.0,0.0,0.0,0.0592566964285714,0.0379065573770491,0.1329113924050632,0.4725738396624472,0.0,0.0,0.0,0.0,0.0,0.0,White,Most of the time,1,0,1,25-44,0.198240061981692,-0.0734422740848193,-0.0398769376056412,-0.0310914835569357,-0.048429377296494,0.001559509456291,0.0163446610312058,-0.0137374255107907,-0.0115413022449504,0.010587649222388
86,Strong Republican,45 - 64,13.495694444444444,5253.0,207.0,3251.0,0.0,0.0,0.0,0.0532018656006091,0.1006700483091787,1.0,0.0,0.0,0.0,0.0394060536836093,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.4816782407407,9141.0,619.0,3027.0,2.0,1.0,3.0,0.1265146019160885,0.071907980456026,0.0677168799912482,0.3311453889071217,0.0002187944426211,0.0001093972213105,0.0003281916639317,0.0032310177705977,0.0016155088852988,0.0048465266558966,179.31100694444444,1684.0,68.0,397.0,0.0,1.0,1.0,0.0908256926952141,0.0611298507462686,0.0403800475059382,0.2357482185273159,0.0,0.0005938242280285,0.0005938242280285,0.0,0.0147058823529411,0.0147058823529411,White,Most of the time,0,1,1,45-64,0.122751978656427,-0.0531853229737787,0.0307546818993676,-0.0222470554249444,0.0322418770530883,-0.0168275044385555,-0.0020493101432115,0.0009905501275863,-0.0318730854714862,-0.016712890723572
87,Independent/Not sure,25 - 44,141.7139351851852,183903.12647907648,9866.558333333332,128746.92911255412,0.0,29.5,29.5,0.1291239703457095,-0.0108642689488989,1.0,0.0,1.0,1.0,0.0536508460852942,0.0,0.0,0.000160410540945,0.0029898976931334,0.000160410540945,0.0029898976931334,50.31814814814815,450.0,6735.0,5480.0,2201.0,485.0,2.0,2.0,4.0,125.0,2.0,2.0,4.0,2.0,2.0,4.0,12.177777777777775,4.6177777777777775,0.1046494597330537,0.1099129350617847,0.005263475328731,0.0395389694309927,0.0364451489059413,-0.0030938205250514,0.2777777777777778,0.0044444444444444,0.0044444444444444,0.0088888888888888,0.016,0.016,0.032,0.0885036496350365,0.0003649635036496,0.0003649635036496,0.0007299270072992,0.0041237113402061,0.0041237113402061,0.0082474226804123,172.89417824074073,243502.0,10919.0,192652.0,0.0,83.0,83.0,0.2132249709320433,0.0640981693142192,0.0448415208088639,0.7911721464300088,0.0,0.0003408596233295,0.0003408596233295,0.0,0.0076014287022621,0.0076014287022621,172.63111111111112,795.0,36.0,385.0,0.0,0.0,0.0,0.1578646753246753,-0.0037294117647058,0.0452830188679245,0.4842767295597484,0.0,0.0,0.0,0.0,0.0,0.0,White,Hardly at all,0,1,0,25-44,0.235176681282651,-0.0421633320315376,0.0049995970883289,-0.0169050250242485,-0.0438063454549937,0.0033094156721145,-0.0266033778027085,0.0067133157132812,0.0256661735395767,-0.0049165877189149
88,Strong Republican,65+,157.17835648148147,10442.754365079363,1567.2380952380954,6991.55992063492,0.0,15.0,15.0,0.0246974603185219,0.1266841729460379,1.0,0.0,1.0,1.0,0.1500789964455114,0.0,0.0,0.0014364026458536,0.009570977151191,0.0014364026458536,0.009570977151191,72.4616550925926,67.0,911.0,737.0,435.0,140.0,1.0,1.0,2.0,29.0,1.0,1.0,2.0,1.0,1.0,2.0,11.0,4.17910447761194,-0.039466970463399,-0.059298654758418,-0.019831684295019,-0.1294691078777189,-0.1475060151865616,-0.0180369073088426,0.4328358208955223,0.0149253731343283,0.0149253731343283,0.0298507462686567,0.0344827586206896,0.0344827586206896,0.0689655172413793,0.1899592944369063,0.0013568521031207,0.0013568521031207,0.0027137042062415,0.0071428571428571,0.0071428571428571,0.0142857142857142,251.97222222222223,17595.0,2030.0,5325.0,12.0,39.0,51.0,0.1026190234741784,0.0793584286424664,0.1153736857061665,0.3026427962489343,0.0006820119352088,0.0022165387894288,0.0028985507246376,0.005911330049261,0.0192118226600985,0.0251231527093596,251.7516898148148,903.0,65.0,285.0,1.0,4.0,5.0,0.0448845614035087,0.0068876923076922,0.0719822812846068,0.3156146179401993,0.0011074197120708,0.0044296788482834,0.0055370985603543,0.0153846153846153,0.0615384615384615,0.0769230769230769,White,Some of the time,1,0,0,65+,0.123893648829249,-0.0199501339808472,0.0293552041160858,-0.0253985950287134,0.0007789116296501,0.0097801848595535,0.0098960195037479,-0.0135799883888594,-0.0228122711876623,0.0073435581518745
89,Strong Democrat,45 - 64,134.9131365740741,27967.22857142857,4368.214285714286,12668.114285714286,2.0,8.0,8.0,0.0542418806586212,0.102771936881694,1.0,1.0,1.0,1.0,0.1561904596502233,7.15122699731216e-05,0.0004578529964843,0.0002860490798924,0.0018314119859373,0.0002860490798924,0.0018314119859373,71.37002314814815,234.0,3323.0,2622.0,1513.0,529.0,0.0,3.0,3.0,137.0,0.0,3.0,3.0,0.0,3.0,3.0,11.205128205128204,4.431623931623932,0.0006912823625489,-0.0008560800819569,-0.0015473624445059,-0.0311544823060151,-0.019763589473627,0.011390892832388,0.5854700854700855,0.0,0.0128205128205128,0.0128205128205128,0.0,0.0218978102189781,0.0218978102189781,0.2017543859649122,0.0,0.0011441647597254,0.0011441647597254,0.0,0.0056710775047258,0.0056710775047258,223.3846412037037,5547.0,393.0,1892.0,1.0,6.0,6.0,0.0859617864693446,-0.0860196374622356,0.0708491076257436,0.3410852713178294,0.0001802776275464,0.0010816657652785,0.0010816657652785,0.0025445292620865,0.015267175572519,0.015267175572519,223.24159722222225,698.0,61.0,196.0,0.0,2.0,2.0,-0.065475,-0.1264,0.0873925501432664,0.2808022922636103,0.0,0.0028653295128939,0.0028653295128939,0.0,0.0327868852459016,0.0327868852459016,White,Most of the time,1,1,1,45-64,0.198151978245352,-0.0176457318846582,0.0034266944446054,-0.0058877630537405,-0.004313262171403,0.0127359472361005,-0.0087009527696679,-0.0030631176913877,0.019360913164533,0.0304861143621768
90,Strong Democrat,25 - 44,147.068125,32414.22738095238,317.94444444444446,12670.303174603176,0.0,0.0,0.0,0.056717977873791,0.0808481740345972,1.0,0.0,0.0,0.0,0.0098087929324293,0.0,0.0,0.0,0.0,0.0,0.0,56.338113425925926,91.0,1283.0,934.0,565.0,104.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.263736263736265,4.032967032967033,0.0538155573192239,0.0763390581739621,0.0225235008547381,-0.0574103522403522,-0.0575261152504291,-0.0001157630100769,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.1113490364025695,0.0,0.0,0.0,0.0,0.0,0.0,237.23303240740745,45828.0,3609.0,13915.0,3.0,184.0,184.0,0.0741026805605461,-0.1115314189189189,0.078750981932443,0.3036353321113729,6.546216286986122e-05,0.0040150126560181,0.0040150126560181,0.0008312551953449,0.0509836519811582,0.0509836519811582,237.8508912037037,1671.0,139.0,734.0,1.0,4.0,4.0,-0.0643963215258855,-0.1097962686567164,0.0831837223219629,0.4392579293836026,0.0005984440454817,0.0023937761819269,0.0023937761819269,0.0071942446043165,0.0287769784172661,0.0287769784172661,Black,Most of the time,1,1,1,25-44,0.0959611110604194,-0.0112463765929059,0.018917458939494,-0.0447212894583037,0.0017878166343606,-0.0110930954171437,-0.0019269179238751,-0.0041334096618752,-0.0050610726293195,0.0016573704013443
91,Strong Democrat,25 - 44,112.07967592592593,207291.31212121213,5064.599999999999,109679.64761904762,0.0,78.0,78.0,0.0358938411930424,-0.0712499223367426,1.0,0.0,1.0,1.0,0.0244322829942747,0.0,0.0,0.0003762820506167,0.0154010188366307,0.0003762820506167,0.0154010188366307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Only now and then,1,1,0,25-44,,,,,,,,,,
92,Strong Republican,25 - 44,122.95440972222222,16650.033333333333,42.0,4217.25,2.0,0.0,2.0,0.0252527667612277,-0.0559261904761904,1.0,1.0,0.0,1.0,0.0025225174724374,0.0001201198796398,0.0476190476190476,0.0,0.0,0.0001201198796398,0.0476190476190476,65.72952546296297,64.0,970.0,686.0,398.0,67.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71875,5.0,-0.0287729659316378,-0.0284321652952442,0.0003408006363935,-0.1934956944444444,-0.1950740189465516,-0.0015783245021072,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.097667638483965,0.0,0.0,0.0,0.0,0.0,0.0,57.09518518518519,1298.0,51.0,927.0,5.0,0.0,5.0,0.043852427184466,-0.0520803921568627,0.0392912172573189,0.714175654853621,0.0038520801232665,0.0,0.0038520801232665,0.0980392156862745,0.0,0.0980392156862745,55.18015046296296,124.0,5.0,50.0,2.0,0.0,2.0,0.144846,0.0317999999999999,0.0403225806451612,0.4032258064516129,0.0161290322580645,0.0,0.0161290322580645,0.4,0.0,0.4,White,Only now and then,1,1,0,25-44,0.0708309392900553,-0.0221921996931436,0.0297854187804114,-0.0209465717056529,0.0207442236711166,0.0123638122435785,-0.0091977600623521,-0.0007047148552484,-0.0195880645300699,0.0032189815780258
